xLCC,yLCC,date,BC,var
349438,4324470,201809,0.57410239989466,0.0344871099337676
349514,4324470,201809,0.57400217228284,0.0344728786631298
349589,4324470,201809,0.573901762026126,0.0344585451002322
349665,4324470,201809,0.573798505507861,0.0344437225489061
349740,4324470,201809,0.573695137437359,0.0344287967589581
349816,4324470,201809,0.573588923177402,0.0344133654047828
349891,4324470,201809,0.573482683702112,0.0343978304509714
349967,4324470,201809,0.573373617168609,0.0343817735617644
350042,4324470,201809,0.573264629647354,0.0343656134332618
350118,4324470,201809,0.573152857149705,0.0343489153777557
350193,4324470,201809,0.573041288873988,0.034332115325729
350269,4324470,201809,0.572927005218042,0.03431476194601
350344,4324470,201809,0.572813075580741,0.0342973088851815
350420,4324470,201809,0.572696533014289,0.0342792879407518
350495,4324470,201809,0.572580523043065,0.0342611709270281
350571,4324470,201809,0.57246204168032,0.0342424726216527
350646,4324470,201809,0.572344305128005,0.0342236834172764
350722,4324470,201809,0.572224285052125,0.0342043010205737
350797,4324470,201809,0.572105261242118,0.0341848347588255
350873,4324470,201809,0.571984196484643,0.0341647653348562
350948,4324470,201809,0.571864425101388,0.0341446212962483
351024,4324470,201809,0.571742919679094,0.0341238665507586
351099,4324470,201809,0.571623057662587,0.0341030490614268
351175,4324470,201809,0.571501843804155,0.034081616317331
351250,4324470,201809,0.571382684439535,0.0340601357772706
351326,4324470,201809,0.571262643040015,0.0340380390835765
351401,4324470,201809,0.571145137209144,0.0340159131265014
351477,4324470,201809,0.571027320386264,0.0339931744980378
351552,4324470,201809,0.570912599741275,0.0339704292746496
351628,4324470,201809,0.570798255103423,0.0339470800471277
351703,4324470,201809,0.570687656597974,0.0339237516077942
351779,4324470,201809,0.570578252430219,0.0338998338730498
351854,4324470,201809,0.570473343161174,0.0338759696023145
351930,4324470,201809,0.570370593148834,0.0338515376599743
352005,4324470,201809,0.570273193775179,0.0338271976819808
352081,4324470,201809,0.570179079071893,0.033802319404459
352156,4324470,201809,0.570091283153682,0.0337775778338865
352232,4324470,201809,0.570008068539328,0.0337523357908912
352307,4324470,201809,0.56993225397364,0.0337272816488478
352383,4324470,201809,0.569862493562099,0.0337017737775675
352458,4324470,201809,0.569801320951001,0.0336765113303471
352534,4324470,201809,0.569747847520453,0.033650850875481
352609,4324470,201809,0.569704238977433,0.0336254990969918
352685,4324470,201809,0.569670129785236,0.0335998134961804
352760,4324470,201809,0.569647220746512,0.0335745043224085
352836,4324470,201809,0.569635732148484,0.03354893270336
352911,4324470,201809,0.56963678880188,0.0335238077703252
352987,4324470,201809,0.569651252831788,0.0334984967918437
353062,4324470,201809,0.569679549583348,0.0334737024651775
353138,4324470,201809,0.569723228670384,0.0334488004135941
353213,4324470,201809,0.569781884377775,0.0334244811611072
353289,4324470,201809,0.56985778617065,0.033400130529025
353364,4324470,201809,0.569949564960709,0.0333764210624255
353440,4324470,201809,0.570060227618737,0.0333527502681983
353515,4324470,201809,0.57018731922473,0.0333297673353688
353591,4324470,201809,0.570334587069904,0.0333068827012568
353666,4324470,201809,0.570498390602647,0.0332847178228823
353742,4324470,201809,0.570683207825554,0.0332626972605284
353817,4324470,201809,0.570884148407984,0.0332414118995941
353893,4324470,201809,0.5711064010467,0.0332203017742327
353968,4324470,201809,0.571343807561057,0.0331999262483381
354044,4324470,201809,0.571602238705701,0.033179742497185
354119,4324470,201809,0.571874301750448,0.0331602793515005
354195,4324470,201809,0.572166512162071,0.0331410131622852
354270,4324470,201809,0.572470326206473,0.0331224448491031
354346,4324470,201809,0.57279285596257,0.0331040722779397
354421,4324470,201809,0.573124533513996,0.0330863721071381
354497,4324470,201809,0.573473005544353,0.0330688662280661
354572,4324470,201809,0.573827839443962,0.0330520109402552
354648,4324470,201809,0.574197137773154,0.0330353547037846
354723,4324470,201809,0.574569784023834,0.0330193368268689
354799,4324470,201809,0.574954240087215,0.0330035348250333
354874,4324470,201809,0.575338898039641,0.0329883731789579
354950,4324470,201809,0.575732466153402,0.0329734608670027
355025,4324470,201809,0.576123042800324,0.0329592080272012
355101,4324470,201809,0.576519457294277,0.0329452574562717
355176,4324470,201809,0.576909714120856,0.0329320034958598
355252,4324470,201809,0.577302632060525,0.0329191251081902
355327,4324470,201809,0.577686323010543,0.0329069973905069
355403,4324470,201809,0.578069464900959,0.032895337836635
355478,4324470,201809,0.578440480130654,0.0328844969823605
355554,4324470,201809,0.578807784519604,0.032874233231817
355629,4324470,201809,0.579160315151828,0.0328648656567468
355705,4324470,201809,0.579506120398589,0.0328561959227508
355780,4324470,201809,0.579834853605251,0.0328485035707241
355856,4324470,201809,0.580154110847247,0.0328416357889782
355931,4324470,201809,0.580454452495392,0.0328358238907257
356007,4324470,201809,0.580742959093029,0.0328309626873274
356082,4324470,201809,0.581011264991545,0.0328272265463305
356158,4324470,201809,0.5812658908289,0.0328245597681736
356233,4324470,201809,0.581499671900655,0.032823071664052
356309,4324470,201809,0.581718537662764,0.0328227575755572
356384,4324470,201809,0.581916595618927,0.0328236548383104
356460,4324470,201809,0.58209915926975,0.0328258109819048
356535,4324470,201809,0.582261613551019,0.0328291861262061
356611,4324470,201809,0.582408633168807,0.0328338806361024
356686,4324470,201809,0.582536819026626,0.0328397742234874
356762,4324470,201809,0.582650185794382,0.0328470201684416
356837,4324470,201809,0.582746432912324,0.0328554168856224
356913,4324470,201809,0.582828899575996,0.0328651700753249
356988,4324470,201809,0.582896230292333,0.0328759984101157
357064,4324470,201809,0.58295108593517,0.0328881589984834
357139,4324470,201809,0.58299289026826,0.0329012947628747
357215,4324470,201809,0.583023641627541,0.0329157127726217
357290,4324470,201809,0.583043385898276,0.032930986408668
357366,4324470,201809,0.583053495631167,0.0329474708606163
357441,4324470,201809,0.583054503962994,0.0329646779224815
357517,4324470,201809,0.58304721293467,0.0329830086379772
357592,4324470,201809,0.583032535147731,0.0330019222360485
357668,4324470,201809,0.583010769812114,0.0330218628402863
357743,4324470,201809,0.582983126155751,0.0330422464431373
357819,4324470,201809,0.582949473216854,0.0330635568992188
357894,4324470,201809,0.582911253229597,0.0330851759127916
357970,4324470,201809,0.58286797622822,0.0331076231564503
358045,4324470,201809,0.582821266824284,0.0331302541180374
358121,4324470,201809,0.582770341439765,0.0331536199186885
358196,4324470,201809,0.582716964547489,0.0331770567622006
358272,4324470,201809,0.582660116592371,0.0332011425745456
358347,4324470,201809,0.582601664517923,0.0332252000143257
358423,4324470,201809,0.582540402417075,0.0332498291050967
358498,4324470,201809,0.582478266059042,0.0332743435986704
358574,4324470,201809,0.58241390551081,0.0332993610405175
358649,4324470,201809,0.58234929511012,0.0333241899863122
358725,4324470,201809,0.582282976979054,0.0333494612103077
358800,4324470,201809,0.582216937272016,0.0333744810522239
358876,4324470,201809,0.582149641023756,0.0333998896007732
358951,4324470,201809,0.582083063176216,0.033424993414969
359027,4324470,201809,0.582015618139564,0.0334504384072327
359102,4324470,201809,0.581949250454692,0.0334755334007695
359178,4324470,201809,0.581882346587429,0.0335009270684146
359253,4324470,201809,0.581816805276731,0.0335259322691831
359329,4324470,201809,0.581751004379559,0.0335511977764325
359404,4324470,201809,0.581686785001057,0.0335760420642663
359480,4324470,201809,0.581622532702818,0.0336011117101315
359555,4324470,201809,0.58156002234904,0.0336257322406072
359631,4324470,201809,0.581497660758205,0.0336505460580133
359706,4324470,201809,0.581437150751655,0.033674887064114
