NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.20725461700094,0.00162966760799652,0.253016017975655,0.252996184143149,0.000102574958247875,0.72211246997273,0.0560026763329419,BOTH00_Have_0SD_goL_eks35040,NA
0,0.391571735972121,-0.100100286400992,0.785589603318732,0.795513768559505,0.000102574958247875,0.156225954534975,0.0169969446859267,BOTH00_Have_0SD_goL_eks35040,FX
