NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.193005133211954,-0.0219097822183201,0.189250949434804,0.188294850237016,0.00484873398001161,0.619770382554195,0.174229509816662,BOTH00_Yave_0SD_goM,NA
0,0.571616037680806,-0.537699076799002,0.42270039773299,0.708113654962725,0.00484873398001161,0.118567574445704,0.0703660426742238,BOTH00_Yave_0SD_goM,FX
