MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN
0.185124309605425,0.00230893581477938,0.178769764409315,0.178687315155243,0.00150664224278842,0.735734520484244,0.139444060017248,BOTH00_Mave_0SD_goL_eks6
