NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.191559755893815,0.00242140269886514,0.185977158160288,0.18527587971872,0.00480038367602841,0.605887503317228,0.227325290391478,BOTH00_Yave_0SD_goL_eks1,NA
0,0.465629756535307,-0.144592785223157,0.492643294666783,0.509075526299699,0.00480038367602841,0.156784386630892,0.168456418258397,BOTH00_Yave_0SD_goL_eks1,FX
