NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.189206978658811,-0.00301097671208682,0.185446607258321,0.184271206783896,0.00479669392427767,0.640512940598179,0.221861923964589,BOTH00_Yave_0SD_go1,NA
0,0.349238886062237,-0.0776187392510549,0.467448597107816,0.469270557084738,0.00479669392427767,0.0670529882933759,0.0323583536058635,BOTH00_Yave_0SD_go1,FX
