NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.183614265732072,0.000893255923312309,0.176615552561659,0.176260655575883,0.00151138752029815,0.741473206630502,0.129899116220278,BOTH00_Mave_0SD_goL_eks48,NA
0,0.518274997379356,-0.111591491735842,0.734162038519621,0.744613918657308,0.00151138752029815,0.111290225916231,0.0888037424832573,BOTH00_Mave_0SD_goL_eks48,FX
