NaNs,MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN,TrainSubset
0,0.181946318260597,0.00243388744313784,0.172586931554451,0.172396995729791,0.00148201436112772,0.7474858067388,0.126130215757531,BOTH00_Mave_0SD_goL_eks1.5,NA
0,0.515157691045626,-0.0931281523036726,0.72951643296677,0.736259350374113,0.00148201436112772,0.112719456459846,0.0968152033367257,BOTH00_Mave_0SD_goL_eks1.5,FX
