MAE,ME,VE,MSE,NRMSE,R2,R2std,SCN
0.201542151797439,0.00417734337506397,0.183399673222027,0.18339567035814,0.000619971228846549,0.724314325218515,0.0706109753379251,BOTH00_Dave_0SD_goL_eks10
