xLCC,yLCC,BC
349438,4324470,0.61394469091857
349514,4324470,0.613911126605792
349589,4324470,0.613877630341813
349665,4324470,0.613843325620789
349740,4324470,0.613809133805703
349816,4324470,0.613774164457402
349891,4324470,0.613739361357478
349967,4324470,0.613703823216712
350042,4324470,0.613668514602401
350118,4324470,0.613632527174817
350193,4324470,0.613596844182308
350269,4324470,0.613560554876098
350344,4324470,0.613524658521232
350420,4324470,0.613488247588563
350495,4324470,0.613452334031223
350571,4324470,0.613416020322688
350646,4324470,0.613380326986625
350722,4324470,0.613344374627015
350797,4324470,0.61330918728241
350873,4324470,0.613273913374887
350948,4324470,0.613239574285071
351024,4324470,0.613205357738832
351099,4324470,0.613172274953146
351175,4324470,0.613139566500201
351250,4324470,0.613108224333939
351326,4324470,0.61307755774406
351401,4324470,0.613048528412509
351477,4324470,0.613020532818245
351552,4324470,0.612994489069547
351628,4324470,0.612969902157472
351703,4324470,0.612947630558456
351779,4324470,0.61292731214603
351854,4324470,0.612909726391976
351930,4324470,0.612894671565825
352005,4324470,0.612882824784044
352081,4324470,0.612874175300705
352156,4324470,0.612869269778289
352232,4324470,0.612868321809034
352307,4324470,0.612871713895422
352383,4324470,0.612879919447854
352458,4324470,0.612893116601372
352534,4324470,0.612912075143277
352609,4324470,0.612936721318687
352685,4324470,0.612968157427044
352760,4324470,0.613006002457113
352836,4324470,0.61305172500426
352911,4324470,0.613104573661707
352987,4324470,0.613166412545731
353062,4324470,0.613236050034688
353138,4324470,0.613315768233824
353213,4324470,0.613403861384815
353289,4324470,0.613503043507162
353364,4324470,0.613611021100572
353440,4324470,0.61373094451588
353515,4324470,0.613859865503117
353591,4324470,0.614001365737462
353666,4324470,0.614151789408017
353742,4324470,0.614315136085033
353817,4324470,0.614487011511105
353893,4324470,0.614671812679053
353968,4324470,0.614864404177032
354044,4324470,0.615069553901507
354119,4324470,0.615281414035389
354195,4324470,0.615505090828373
354270,4324470,0.615734083807149
354346,4324470,0.615973797936138
354421,4324470,0.616217166956159
354497,4324470,0.616469846191176
354572,4324470,0.616724311536849
354648,4324470,0.616986410243877
354723,4324470,0.617248282781308
354799,4324470,0.617515899502506
354874,4324470,0.617781196600624
354950,4324470,0.618050189470714
355025,4324470,0.618314745766658
355101,4324470,0.618580841239504
355176,4324470,0.618840412826835
355252,4324470,0.619099309059081
355327,4324470,0.619349674710033
355403,4324470,0.619597144964642
355478,4324470,0.619834210672202
355554,4324470,0.620066213362965
355629,4324470,0.620286126218305
355705,4324470,0.620498926389915
355780,4324470,0.620698200516363
355856,4324470,0.620888502816236
355931,4324470,0.621064154216797
356007,4324470,0.621229240567403
356082,4324470,0.621378920497723
356158,4324470,0.62151677836915
356233,4324470,0.621638888281219
356309,4324470,0.621748310149068
356384,4324470,0.62184207799959
356460,4324470,0.621922711901039
356535,4324470,0.621988211968034
356611,4324470,0.622040548680241
356686,4324470,0.622078655615661
356762,4324470,0.622103949272555
356837,4324470,0.622116230008301
356913,4324470,0.622116362711553
356988,4324470,0.622104922846809
357064,4324470,0.622082235216745
357139,4324470,0.622049544926198
357215,4324470,0.622006659426637
357290,4324470,0.621955384815402
357366,4324470,0.621895045697191
357441,4324470,0.621827905270324
357517,4324470,0.621752850165962
357592,4324470,0.621672506010919
357668,4324470,0.621585373741557
357743,4324470,0.621494357416014
357819,4324470,0.621397628348626
357894,4324470,0.621298295304544
357970,4324470,0.621194256493514
358045,4324470,0.621088760822453
358121,4324470,0.620979487819587
358196,4324470,0.620869770047491
358272,4324470,0.620757119077557
358347,4324470,0.620644901964793
358423,4324470,0.620530508524687
358498,4324470,0.62041729801586
358574,4324470,0.620302579874824
358649,4324470,0.620189669868242
358725,4324470,0.62007583360502
358800,4324470,0.619964314000691
358876,4324470,0.619852364706836
358951,4324470,0.619743132438793
359027,4324470,0.619633886288411
359102,4324470,0.619527658997609
359178,4324470,0.619421758261484
359253,4324470,0.619319090112217
359329,4324470,0.619217020035414
359404,4324470,0.619118319038206
359480,4324470,0.619020425888599
359555,4324470,0.618925972019416
359631,4324470,0.618832481580804
359706,4324470,0.618742444992062
359782,4324470,0.618653480817609
359857,4324470,0.618567939509308
359933,4324470,0.618483540350882
360008,4324470,0.61840249678838
360084,4324470,0.618322632751114
360159,4324470,0.618246029056217
360235,4324470,0.618170616172593
360310,4324470,0.618098347656168
360386,4324470,0.61802726071209
360461,4324470,0.617959187644582
360537,4324470,0.617892271209159
360612,4324470,0.617828228831087
360688,4324470,0.617765306535973
360763,4324470,0.617705113390216
349438,4324540,0.613923140815962
349514,4324540,0.613888718529162
349589,4324540,0.613854339271638
349665,4324540,0.613819101358873
349740,4324540,0.613783949046865
349816,4324540,0.613747964526875
349891,4324540,0.613712116509691
349967,4324540,0.613675473963996
350042,4324540,0.613639028618802
350118,4324540,0.613601839831443
350193,4324540,0.613564920460215
350269,4324540,0.613527324701025
350344,4324540,0.613490084113751
350420,4324540,0.61345225317212
350495,4324540,0.613414879068081
350571,4324540,0.613377023156581
350646,4324540,0.613339744426925
350722,4324540,0.613302119084362
350797,4324540,0.613265213167336
350873,4324540,0.613228127296185
350948,4324540,0.613191928717752
351024,4324540,0.613155753886976
351099,4324540,0.613120664108759
351175,4324540,0.613085845233064
351250,4324540,0.613052343898469
351326,4324540,0.613019411358887
351401,4324540,0.612988068964681
351477,4324540,0.612957652148396
351552,4324540,0.612929144055901
351628,4324540,0.612901986145034
351703,4324540,0.612877107659075
351779,4324540,0.612854081261734
351854,4324540,0.612833763216728
351930,4324540,0.612815886076012
352005,4324540,0.612801209942637
352081,4324540,0.612789659444919
352156,4324540,0.612781870374217
352232,4324540,0.612777994878345
352307,4324540,0.612778510314662
352383,4324540,0.612783834436364
352458,4324540,0.61279424497792
352534,4324540,0.612810464945713
352609,4324540,0.612832523114538
352685,4324540,0.612861487328892
352760,4324540,0.612897079064865
352836,4324540,0.612940748364865
352911,4324540,0.612991841793334
352987,4324540,0.613052224174527
353062,4324540,0.613120791095288
353138,4324540,0.613199847367318
353213,4324540,0.613287755600356
353289,4324540,0.613387276274176
353364,4324540,0.613496155834465
353440,4324540,0.613617615443621
353515,4324540,0.61374870813317
353591,4324540,0.613893110306594
353666,4324540,0.614047119209938
353742,4324540,0.614214852022278
353817,4324540,0.614391812036858
353893,4324540,0.614582535668198
353968,4324540,0.614781725941645
354044,4324540,0.614994311315572
354119,4324540,0.615214224078755
354195,4324540,0.615446751939453
354270,4324540,0.615685121142589
354346,4324540,0.615934938783135
354421,4324540,0.616188819980936
354497,4324540,0.616452641984669
354572,4324540,0.616718526422185
354648,4324540,0.616992560098897
354723,4324540,0.617266503549338
354799,4324540,0.61754658051373
354874,4324540,0.617824330965108
354950,4324540,0.618106032117896
355025,4324540,0.618383147609867
355101,4324540,0.618661916807629
355176,4324540,0.618933872659786
355252,4324540,0.619205121823992
355327,4324540,0.619467412825344
355403,4324540,0.619726626257673
355478,4324540,0.619974872729418
355554,4324540,0.620217720009777
355629,4324540,0.620447786406833
355705,4324540,0.620670251113639
355780,4324540,0.620878381886842
355856,4324540,0.621076907621588
355931,4324540,0.621259877832002
356007,4324540,0.621431524451281
356082,4324540,0.621586793386345
356158,4324540,0.621729386824597
356233,4324540,0.621855234087309
356309,4324540,0.62196748577417
356384,4324540,0.622063104438835
356460,4324540,0.622144674658367
356535,4324540,0.622210198330974
356611,4324540,0.622261684395603
356686,4324540,0.622298135543951
356762,4324540,0.622320979871514
356837,4324540,0.622330143273495
356913,4324540,0.622326474197006
356988,4324540,0.62231071624126
357064,4324540,0.622283149168303
357139,4324540,0.622245214584432
357215,4324540,0.622196647250494
357290,4324540,0.622139465621947
357366,4324540,0.622072896789762
357441,4324540,0.621999422518204
357517,4324540,0.621917811519292
357592,4324540,0.621830907492921
357668,4324540,0.621737078327384
357743,4324540,0.621639441299305
357819,4324540,0.621536024871001
357894,4324540,0.621430143333976
357970,4324540,0.621319547016901
358045,4324540,0.621207680681096
358121,4324540,0.621092074882798
358196,4324540,0.620976246853915
358272,4324540,0.620857561173869
358347,4324540,0.620739557181417
358423,4324540,0.620619481994277
358498,4324540,0.620500853864194
358574,4324540,0.620380845533317
358649,4324540,0.62026291789167
358725,4324540,0.62014420709788
