xLCC,yLCC,BC
349438,4324470,0.618667528786014
349514,4324470,0.618627604543805
349589,4324470,0.61858769801536
349665,4324470,0.618546759426418
349740,4324470,0.618505882444908
349816,4324470,0.618463996073574
349891,4324470,0.618422223905039
349967,4324470,0.618379476593017
350042,4324470,0.618336906292011
350118,4324470,0.61829340891145
350193,4324470,0.618250163331028
350269,4324470,0.618206055182167
350344,4324470,0.61816228766814
350420,4324470,0.618117741621637
350495,4324470,0.618073641494456
350571,4324470,0.618028869987135
350646,4324470,0.617984668921882
350722,4324470,0.617939930919854
350797,4324470,0.61789591033707
350873,4324470,0.617851519378546
350948,4324470,0.617808018952087
351024,4324470,0.617764352369099
351099,4324470,0.617721779736051
351175,4324470,0.617679289122384
351250,4324470,0.617638130835758
351326,4324470,0.617597353767405
351401,4324470,0.617558187452685
351477,4324470,0.617519760362547
351552,4324470,0.617483267907677
351628,4324470,0.617447939848854
351703,4324470,0.617414921252399
351779,4324470,0.61738356803004
351854,4324470,0.617354955228186
351930,4324470,0.617328593010935
352005,4324470,0.617305462573375
352081,4324470,0.617285259585893
352156,4324470,0.617268842591645
352232,4324470,0.617256126824998
352307,4324470,0.617247813499977
352383,4324470,0.617244073573401
352458,4324470,0.61724540943356
352534,4324470,0.617252284875761
352609,4324470,0.617264954292282
352685,4324470,0.617284210758281
352760,4324470,0.61731000327987
352836,4324470,0.617343487888902
352911,4324470,0.617384242696083
352987,4324470,0.6174338152126
353062,4324470,0.617491340225903
353138,4324470,0.617558777716249
353213,4324470,0.61763474259958
353289,4324470,0.617721618848511
353364,4324470,0.617817425617503
353440,4324470,0.617924971879948
353515,4324470,0.61804161257839
353591,4324470,0.618170572265489
353666,4324470,0.618308488859829
353742,4324470,0.618458983721313
353817,4324470,0.618617948911362
353893,4324470,0.61878937597173
353968,4324470,0.618968413006881
354044,4324470,0.619159388365887
354119,4324470,0.619356742391561
354195,4324470,0.619565100190422
354270,4324470,0.619778264380247
354346,4324470,0.62000110905492
354421,4324470,0.620226898851948
354497,4324470,0.620460699745035
354572,4324470,0.620695361368466
354648,4324470,0.620936073854462
354723,4324470,0.621175410969563
354799,4324470,0.621418608584084
354874,4324470,0.621658113698645
354950,4324470,0.621899120370473
355025,4324470,0.622134103380643
355101,4324470,0.622368121506753
355176,4324470,0.622593834466989
355252,4324470,0.622816070867652
355327,4324470,0.623027833390005
355403,4324470,0.623233629329829
355478,4324470,0.623426961614021
355554,4324470,0.623611934002338
355629,4324470,0.623782703621359
355705,4324470,0.62394290175734
355780,4324470,0.624087485807764
355856,4324470,0.62421956175563
355931,4324470,0.624335018335227
356007,4324470,0.624436400170704
356082,4324470,0.624520633853967
356158,4324470,0.624589681718632
356233,4324470,0.62464157943457
356309,4324470,0.624677697796488
356384,4324470,0.62469720778192
356460,4324470,0.62470088710949
356535,4324470,0.62468901757317
356611,4324470,0.624661787135622
356686,4324470,0.624620513946069
356762,4324470,0.624564803989438
356837,4324470,0.624496895527302
356913,4324470,0.624415827122672
356988,4324470,0.62432461336316
357064,4324470,0.624221750624526
357139,4324470,0.624110875279895
357215,4324470,0.62398998082694
357290,4324470,0.623863175201737
357366,4324470,0.623728003345367
357441,4324470,0.623588908978592
357517,4324470,0.623443055535837
357592,4324470,0.623295105388538
357668,4324470,0.623141915465317
357743,4324470,0.622988267773089
357819,4324470,0.622830790045672
357894,4324470,0.622674300063947
357970,4324470,0.6225152710619
358045,4324470,0.622358484591496
358121,4324470,0.622200328126982
358196,4324470,0.622045484445694
358272,4324470,0.62189031637783
358347,4324470,0.621739353632825
358423,4324470,0.621588987477387
358498,4324470,0.621443548232445
358574,4324470,0.621299500954427
358649,4324470,0.621160938409284
358725,4324470,0.621024437658085
358800,4324470,0.620893824132671
358876,4324470,0.620765818586178
358951,4324470,0.620643957749546
359027,4324470,0.620525131754987
359102,4324470,0.620412575383987
359178,4324470,0.620303368268933
359253,4324470,0.620200437497306
359329,4324470,0.620101067133972
359404,4324470,0.620007877461351
359480,4324470,0.619918367084157
359555,4324470,0.619834855967799
359631,4324470,0.619755062924651
359706,4324470,0.619681018587446
359782,4324470,0.619610663630202
359857,4324470,0.619545753745494
359933,4324470,0.619484449578163
360008,4324470,0.619428248671163
360084,4324470,0.619375526707533
360159,4324470,0.619327541378159
360235,4324470,0.619282875949993
360310,4324470,0.619242567315609
360386,4324470,0.619205396867332
360461,4324470,0.619172199903431
360537,4324470,0.619141944974298
