xLCC,yLCC,date,BC,var
349438,4324470,201806,0.670223856324831,0.751153923941262
349514,4324470,201806,0.656318337984061,0.748377638544199
349589,4324470,201806,0.654887890279517,0.748199387231544
349665,4324470,201806,0.645753468699413,0.74816825398345
349740,4324470,201806,0.644589427783262,0.747993876653079
349816,4324470,201806,0.639846167152241,0.747886189496488
349891,4324470,201806,0.638773443568859,0.747752753829807
349967,4324470,201806,0.63843081055905,0.747556807122146
350042,4324470,201806,0.63096958331647,0.747402655748689
350118,4324470,201806,0.611661356238207,0.747259197792731
350193,4324470,201806,0.611334448493307,0.747055787498571
350269,4324470,201806,0.598550811087258,0.746935053323503
350344,4324470,201806,0.598225484400111,0.746724926962305
350420,4324470,201806,0.591223490514148,0.746609283226245
350495,4324470,201806,0.590888532579621,0.746392322342071
350571,4324470,201806,0.564003094715293,0.742774502768884
350646,4324470,201806,0.554718937912662,0.742598886212889
350722,4324470,201806,0.545757822260266,0.742481868076936
350797,4324470,201806,0.545426560414894,0.742230770085943
350873,4324470,201806,0.534242628768153,0.742189841585955
350948,4324470,201806,0.533571835986964,0.741647900685049
351024,4324470,201806,0.522765373658616,0.741337322937431
351099,4324470,201806,0.532661236783489,0.741770347110955
351175,4324470,201806,0.427924373046483,0.743210679231308
351250,4324470,201806,0.427840935247195,0.7429259884023
351326,4324470,201806,0.42775599124892,0.742634225288548
351401,4324470,201806,0.42767187736242,0.742343253974957
351477,4324470,201806,0.427586463796231,0.742045529675241
351552,4324470,201806,0.42969345976314,0.741708509860107
351628,4324470,201806,0.425521599464974,0.741406338025676
351703,4324470,201806,0.426438558099141,0.741176876643067
351779,4324470,201806,0.426356484736527,0.740869922772065
351854,4324470,201806,0.426276140473603,0.740565652968651
351930,4324470,201806,0.427925751646522,0.740215246435828
352005,4324470,201806,0.427845851841534,0.739909432109125
352081,4324470,201806,0.428342484196969,0.7396068813913
352156,4324470,201806,0.431942790814932,0.736127904465477
352232,4324470,201806,0.429132424246639,0.735774966527616
352307,4324470,201806,0.430362388446416,0.735458993770099
352383,4324470,201806,0.430305164396461,0.735124524087442
352458,4324470,201806,0.427258830223834,0.734777911339539
352534,4324470,201806,0.427216757201027,0.734447792499032
352609,4324470,201806,0.427775000465124,0.734033978059863
352685,4324470,201806,0.430814332437292,0.73384508733231
352760,4324470,201806,0.431596564578861,0.733495820347868
352836,4324470,201806,0.431562846062712,0.733182026300138
352911,4324470,201806,0.442367104390371,0.732975753596465
352987,4324470,201806,0.432397264823914,0.732639211639278
353062,4324470,201806,0.446413337097454,0.732352207978286
353138,4324470,201806,0.444827142207614,0.733920820646284
353213,4324470,201806,0.443260016920731,0.733718387280005
353289,4324470,201806,0.443525662208477,0.733428058947097
353364,4324470,201806,0.452895384201066,0.729485314050744
353440,4324470,201806,0.479201149780578,0.727014482985267
353515,4324470,201806,0.480335436399182,0.726766873760139
353591,4324470,201806,0.483185884705395,0.726562552443007
353666,4324470,201806,0.476695127854487,0.726281740233137
353742,4324470,201806,0.496098365535541,0.723658937280402
353817,4324470,201806,0.481865602719649,0.721477371836209
353893,4324470,201806,0.493655773610467,0.721363475943564
353968,4324470,201806,0.492467758328453,0.721066342416396
354044,4324470,201806,0.501116557728414,0.720959951580706
354119,4324470,201806,0.505861308852896,0.720949347751712
354195,4324470,201806,0.511037557256256,0.720818296979865
354270,4324470,201806,0.533315903897269,0.720357083608245
354346,4324470,201806,0.547657366368899,0.720554856695699
354421,4324470,201806,0.550384179311792,0.718630880199121
354497,4324470,201806,0.530665620554761,0.716751452118274
354572,4324470,201806,0.526568843464418,0.714340077535435
354648,4324470,201806,0.526600523542465,0.714825899259467
354723,4324470,201806,0.526990440617661,0.714599699391767
354799,4324470,201806,0.532340724182047,0.714525301208245
354874,4324470,201806,0.531337582833483,0.714331364872024
354950,4324470,201806,0.52896981871434,0.714205093312928
355025,4324470,201806,0.523448439892754,0.714084184572054
355101,4324470,201806,0.521904486964812,0.713997707625146
355176,4324470,201806,0.51236236284868,0.713228121748108
355252,4324470,201806,0.507861026651047,0.712169204700973
355327,4324470,201806,0.504990513182162,0.712123514837683
355403,4324470,201806,0.49926372884394,0.713100901977226
355478,4324470,201806,0.497303496171799,0.713100790894827
355554,4324470,201806,0.507372472094403,0.713317411215733
355629,4324470,201806,0.504052127018741,0.713370989434672
355705,4324470,201806,0.50045733064278,0.713445397044331
355780,4324470,201806,0.498262676941043,0.71377675819689
355856,4324470,201806,0.510565786098836,0.715855670878756
355931,4324470,201806,0.509586909614806,0.715637182446004
356007,4324470,201806,0.508870850404923,0.715507845382114
356082,4324470,201806,0.509005535932868,0.715426712541313
356158,4324470,201806,0.510901863968878,0.715541988843296
356233,4324470,201806,0.510850647540196,0.715431156365683
356309,4324470,201806,0.53873709912947,0.719516026384906
356384,4324470,201806,0.545493984481393,0.719546714417257
356460,4324470,201806,0.550662700280009,0.719601674350947
356535,4324470,201806,0.553762061669066,0.719732496925976
356611,4324470,201806,0.553918887564198,0.720645189421147
356686,4324470,201806,0.565832598338163,0.720753431692111
356762,4324470,201806,0.563739156446315,0.720896990607023
356837,4324470,201806,0.560261677154475,0.721048581598669
356913,4324470,201806,0.560224949884181,0.72120618690521
356988,4324470,201806,0.561199880375551,0.72143674785912
357064,4324470,201806,0.557600248545249,0.720331181119114
357139,4324470,201806,0.558261227989693,0.720586877042242
357215,4324470,201806,0.557220027742735,0.7209332400748
357290,4324470,201806,0.557253691171741,0.721211233437646
357366,4324470,201806,0.557774976627352,0.721561633820311
357441,4324470,201806,0.561582684073956,0.719357360363294
357517,4324470,201806,0.559167105001942,0.719717973144485
357592,4324470,201806,0.557826653705636,0.720050827567622
357668,4324470,201806,0.559435160924799,0.720403282765695
357743,4324470,201806,0.556906857349193,0.720822807499287
357819,4324470,201806,0.563596945538987,0.720362014523158
357894,4324470,201806,0.558294125430424,0.720857110159773
357970,4324470,201806,0.556448162100366,0.721092269266493
358045,4324470,201806,0.558002063037868,0.719272646410957
358121,4324470,201806,0.567186390170334,0.719616952164301
358196,4324470,201806,0.56761597504975,0.720049234838426
358272,4324470,201806,0.565816820182394,0.720324808110471
358347,4324470,201806,0.581318460165043,0.720776186063101
358423,4324470,201806,0.569378752696251,0.72114067095615
358498,4324470,201806,0.57289387612434,0.721606728079695
358574,4324470,201806,0.565409116275285,0.721797695213645
358649,4324470,201806,0.561210006913114,0.722005049915072
358725,4324470,201806,0.561223050437313,0.722282771435191
358800,4324470,201806,0.539654212081815,0.721147295659657
358876,4324470,201806,0.540752316276071,0.721472162327039
358951,4324470,201806,0.539074841098135,0.721783636181131
359027,4324470,201806,0.536725726307006,0.722734999063635
359102,4324470,201806,0.535378278503196,0.723047443351813
359178,4324470,201806,0.539092474881877,0.723351158897167
359253,4324470,201806,0.540738251738884,0.723661213303287
359329,4324470,201806,0.54474860488817,0.724445083007155
359404,4324470,201806,0.5426229048035,0.724555558287604
359480,4324470,201806,0.528931493886991,0.725828141926238
359555,4324470,201806,0.547825797127492,0.725746343114544
359631,4324470,201806,0.542188034369044,0.725759229407661
359706,4324470,201806,0.538561452056004,0.725960589507722
359782,4324470,201806,0.538782232270312,0.726293908561808
359857,4324470,201806,0.543700952614987,0.727856196109911
359933,4324470,201806,0.541762823318848,0.728351865867905
360008,4324470,201806,0.543301164641814,0.728631656031885
360084,4324470,201806,0.542064978487056,0.728962160197329
360159,4324470,201806,0.540584097498234,0.729280164970035
360235,4324470,201806,0.538793364824789,0.729594450286742
360310,4324470,201806,0.542595361008682,0.729927650098989
360386,4324470,201806,0.544247773839422,0.730286196914311
360461,4324470,201806,0.540236915624959,0.729399485267815
360537,4324470,201806,0.544869683174548,0.729820105899813
360612,4324470,201806,0.555722548883656,0.730207077288981
360688,4324470,201806,0.554611487153364,0.730605597054673
360763,4324470,201806,0.546002543884957,0.732439548359684
349438,4324540,201806,0.665698719930583,0.751013053108196
349514,4324540,201806,0.669884771069259,0.750882053020748
349589,4324540,201806,0.655996023400857,0.748111587326578
349665,4324540,201806,0.654551728293518,0.747924820863573
349740,4324540,201806,0.645426556065482,0.747889468497923
349816,4324540,201806,0.646449080984602,0.747829207428599
349891,4324540,201806,0.639506500755461,0.747594460601296
349967,4324540,201806,0.638418012401233,0.747451598246888
350042,4324540,201806,0.638066937155681,0.747251336607456
350118,4324540,201806,0.634472044929301,0.747117937589791
350193,4324540,201806,0.611317753514904,0.74693990868064
350269,4324540,201806,0.610973394871105,0.746726359028327
350344,4324540,201806,0.603441978807024,0.746625330602954
350420,4324540,201806,0.597861337509164,0.746380421759432
350495,4324540,201806,0.590863535804122,0.746259900861383
350571,4324540,201806,0.590510092891313,0.746032025504448
350646,4324540,201806,0.563619086193865,0.742386475939772
350722,4324540,201806,0.554338545480254,0.742198792201368
350797,4324540,201806,0.545389165240417,0.742075758689277
350873,4324540,201806,0.545039324514051,0.74181196664424
350948,4324540,201806,0.5346688595602,0.741642894045095
351024,4324540,201806,0.519732045099413,0.741399477140195
351099,4324540,201806,0.52239789738579,0.74089507292934
351175,4324540,201806,0.553298808776206,0.741303921110771
351250,4324540,201806,0.436813580363092,0.742776378235905
351326,4324540,201806,0.427690037761193,0.742437377915764
351401,4324540,201806,0.427603375686326,0.742138736138779
351477,4324540,201806,0.427515288917313,0.741832945888891
351552,4324540,201806,0.427428217613751,0.741528286510025
351628,4324540,201806,0.429523427764857,0.741176337569398
351703,4324540,201806,0.42567365049601,0.740881399385903
351779,4324540,201806,0.426273071979925,0.740622310914789
351854,4324540,201806,0.426189681260898,0.740308583004804
351930,4324540,201806,0.426105952787712,0.739989404183545
352005,4324540,201806,0.427748669369505,0.739632767214624
352081,4324540,201806,0.427665687197337,0.739312363791066
352156,4324540,201806,0.428159391876282,0.739003696397555
352232,4324540,201806,0.431766521544738,0.735482618040509
352307,4324540,201806,0.428969550313723,0.735123986773973
352383,4324540,201806,0.430190888146697,0.734792735729315
352458,4324540,201806,0.427147989291028,0.73443496843016
352534,4324540,201806,0.427102755883215,0.734092940370037
352609,4324540,201806,0.427656117196527,0.733667801699132
352685,4324540,201806,0.427618535280223,0.733332852052264
352760,4324540,201806,0.430642179516348,0.733139218693399
352836,4324540,201806,0.431420721416278,0.732779103950591
352911,4324540,201806,0.431390268001729,0.732463821702131
352987,4324540,201806,0.43224395159732,0.732212172211243
353062,4324540,201806,0.446212745091013,0.731913521267877
353138,4324540,201806,0.448248261042617,0.733421332177607
353213,4324540,201806,0.443066692958047,0.733244322626013
353289,4324540,201806,0.443328647492689,0.732943078944177
353364,4324540,201806,0.45267726110133,0.728997884956944
353440,4324540,201806,0.45268470878329,0.728718045642227
353515,4324540,201806,0.47251107746515,0.726187539304955
353591,4324540,201806,0.48110278297586,0.725952802335075
353666,4324540,201806,0.483111568371294,0.725768752903691
353742,4324540,201806,0.495838308395475,0.723126526326995
353817,4324540,201806,0.498239299151595,0.722907106511729
353893,4324540,201806,0.486544583681052,0.720725243531374
353968,4324540,201806,0.49219835996482,0.720510434111584
354044,4324540,201806,0.500808756710887,0.720394905508311
354119,4324540,201806,0.506745360601137,0.720274594605472
354195,4324540,201806,0.510685491556135,0.720235593383644
354270,4324540,201806,0.529898026173189,0.720248295408249
354346,4324540,201806,0.547731689657164,0.720114426331485
354421,4324540,201806,0.557476797677909,0.718014227796622
354497,4324540,201806,0.540236672202933,0.716377081049775
354572,4324540,201806,0.524567806155576,0.714345598919315
354648,4324540,201806,0.52701972256943,0.714260764620797
354723,4324540,201806,0.52951160897997,0.714006970990809
354799,4324540,201806,0.533150014566729,0.713897187800481
354874,4324540,201806,0.53137500684858,0.713706339527012
354950,4324540,201806,0.52627847864961,0.713624715245666
355025,4324540,201806,0.522839410669484,0.713509136665073
355101,4324540,201806,0.521606211625358,0.71335920978583
355176,4324540,201806,0.511996751794437,0.712619732007878
355252,4324540,201806,0.506721774899266,0.711563568258643
355327,4324540,201806,0.505191716539313,0.711466045618823
355403,4324540,201806,0.497843220116624,0.712458952398536
355478,4324540,201806,0.497110200147988,0.712445529682149
355554,4324540,201806,0.505985428568927,0.7124989561054
355629,4324540,201806,0.503965226475395,0.712674894229551
355705,4324540,201806,0.500406838066558,0.712737957477019
355780,4324540,201806,0.497256663105989,0.713055892260472
355856,4324540,201806,0.510517960980021,0.715111259567246
355931,4324540,201806,0.508809106901486,0.714889932057263
356007,4324540,201806,0.51013956850428,0.714811087176222
356082,4324540,201806,0.507892894653549,0.714726352440545
356158,4324540,201806,0.508752730259082,0.714628431569401
356233,4324540,201806,0.512040073973595,0.714659966852798
356309,4324540,201806,0.537652515572948,0.718721047021726
356384,4324540,201806,0.543354181729373,0.718749693158048
356460,4324540,201806,0.550443268914042,0.718798037450689
356535,4324540,201806,0.553512237183044,0.718927083499931
356611,4324540,201806,0.553658658489166,0.719827720169337
356686,4324540,201806,0.565459339357505,0.719953701260827
356762,4324540,201806,0.563398217120488,0.720087020852024
356837,4324540,201806,0.559942091458806,0.720245067520276
356913,4324540,201806,0.558581178646745,0.720415947133347
356988,4324540,201806,0.560111942596342,0.720653546731206
357064,4324540,201806,0.557289542491132,0.719572412711598
357139,4324540,201806,0.556595011090211,0.719893745782009
357215,4324540,201806,0.556913398268122,0.720198609378503
357290,4324540,201806,0.557846060343593,0.720502173370004
357366,4324540,201806,0.557471705719,0.720856295615353
357441,4324540,201806,0.561256575347219,0.718646043291166
357517,4324540,201806,0.557962187844252,0.719039077249317
357592,4324540,201806,0.559029880174341,0.719383365781835
357668,4324540,201806,0.55652260243056,0.719807192841251
357743,4324540,201806,0.558738827255178,0.720183975739499
357819,4324540,201806,0.557888661300906,0.719863604039181
357894,4324540,201806,0.556301099403263,0.720235676174784
357970,4324540,201806,0.55395886703333,0.720571540946142
358045,4324540,201806,0.55777365503095,0.71869281758046
358121,4324540,201806,0.572780126895268,0.719070704132827
358196,4324540,201806,0.565339951966794,0.719393385403758
358272,4324540,201806,0.577437595236801,0.71989914514908
358347,4324540,201806,0.568872569743715,0.720227387165139
358423,4324540,201806,0.572368320178363,0.72070768379495
358498,4324540,201806,0.564954575526555,0.720908110852452
358574,4324540,201806,0.563804965415881,0.721178673614637
358649,4324540,201806,0.559859568445534,0.7215418188043
358725,4324540,201806,0.555983272833562,0.720280346103819
358800,4324540,201806,0.537638584653722,0.72071068015152
358876,4324540,201806,0.538882441449351,0.720980275744135
358951,4324540,201806,0.536557531165804,0.721927059760495
359027,4324540,201806,0.533450803701967,0.722263869676982
359102,4324540,201806,0.538912076094195,0.722568443336019
359178,4324540,201806,0.540550066297686,0.722896315551091
359253,4324540,201806,0.5445426948981,0.723695667770185
359329,4324540,201806,0.542438478923194,0.723826257388279
359404,4324540,201806,0.660435579923956,0.72412956885419
359480,4324540,201806,0.527308006909935,0.725083663273734
359555,4324540,201806,0.541819726551683,0.72516576597001
359631,4324540,201806,0.532687341227473,0.72531714046869
359706,4324540,201806,0.541865413317398,0.725646092605506
359782,4324540,201806,0.540133466929791,0.726046422344265
359857,4324540,201806,0.541321942083894,0.727639806874847
359933,4324540,201806,0.544961037998236,0.72801935624714
360008,4324540,201806,0.540991220089778,0.728344427838184
360084,4324540,201806,0.540454007164719,0.728650948700963
360159,4324540,201806,0.538677524411996,0.728971765647832
360235,4324540,201806,0.542464380277551,0.729320227534908
360310,4324540,201806,0.54411142548868,0.729684709598031
360386,4324540,201806,0.542004199925427,0.729983944030308
360461,4324540,201806,0.544739860533616,0.729250872194839
360537,4324540,201806,0.555543428434132,0.729651670406846
360612,4324540,201806,0.554442114081576,0.730055364068981
360688,4324540,201806,0.539845591737934,0.731225947539387
360763,4324540,201806,0.54455869007109,0.732845399880868
349438,4324620,201806,0.673218361253167,0.750974936144903
349514,4324620,201806,0.67408777821838,0.750787381590622
349589,4324620,201806,0.665045792166883,0.750537642747367
349665,4324620,201806,0.669192165595034,0.750396267404971
349740,4324620,201806,0.65532491667125,0.747632504498567
349816,4324620,201806,0.645087219819088,0.747585841808616
349891,4324620,201806,0.646100439165698,0.747520622816686
349967,4324620,201806,0.645741015550139,0.747317109653597
350042,4324620,201806,0.641489993934956,0.747123353547344
350118,4324620,201806,0.637687511143242,0.74691785916524
350193,4324620,201806,0.634092920585942,0.746779393115733
350269,4324620,201806,0.629858430412941,0.746532041414534
350344,4324620,201806,0.610605061859094,0.746371982139585
350420,4324620,201806,0.603066010681137,0.746259271584408
350495,4324620,201806,0.597488595584052,0.746009231642264
350571,4324620,201806,0.590485582502962,0.745877007811588
350646,4324620,201806,0.590121548235455,0.745643177652213
350722,4324620,201806,0.563214270522897,0.74196142454223
350797,4324620,201806,0.55394665259482,0.741767346758772
350873,4324620,201806,0.549236293181731,0.741564482202678
350948,4324620,201806,0.544638725436841,0.741359533241525
351024,4324620,201806,0.539030362954061,0.74103596782088
351099,4324620,201806,0.51936545712194,0.74092596977048
351175,4324620,201806,0.520500725220896,0.740494788527728
351250,4324620,201806,0.552812460091579,0.740806443769171
351326,4324620,201806,0.436622587956855,0.742253927924203
351401,4324620,201806,0.427525888820139,0.741907282009699
351477,4324620,201806,0.427434693420436,0.741592158387192
351552,4324620,201806,0.4273444425194,0.741277931182529
351628,4324620,201806,0.427252865920214,0.740956480965768
351703,4324620,201806,0.427162521615112,0.740636555633959
351779,4324620,201806,0.425497008916732,0.740284296767419
351854,4324620,201806,0.425101140084345,0.73994551401029
351930,4324620,201806,0.42600359553767,0.73968529086285
352005,4324620,201806,0.4259181587745,0.739357717817762
352081,4324620,201806,0.427550395032773,0.738984563772213
352156,4324620,201806,0.427465988708657,0.738656090581933
352232,4324620,201806,0.427953950696399,0.738330949254148
352307,4324620,201806,0.427871584213417,0.738003884070192
352383,4324620,201806,0.428784920563635,0.734398539673614
352458,4324620,201806,0.428727817661691,0.734045319329735
352534,4324620,201806,0.426970445452067,0.733685595875109
352609,4324620,201806,0.426925992717053,0.733336954713349
352685,4324620,201806,0.427476567746212,0.732897542394676
352760,4324620,201806,0.427276068048572,0.732598522049125
352836,4324620,201806,0.430445552179754,0.732348522268985
352911,4324620,201806,0.43122084160748,0.731984754466587
352987,4324620,201806,0.431193011085128,0.731658303850451
353062,4324620,201806,0.432041591273817,0.731404004028568
353138,4324620,201806,0.445933274015941,0.731096661095694
353213,4324620,201806,0.444373841979174,0.732618193840619
353289,4324620,201806,0.442823462231459,0.732397473922642
353364,4324620,201806,0.443087660112577,0.732099494187089
353440,4324620,201806,0.452427112047425,0.728140343364843
353515,4324620,201806,0.455894646482019,0.727931649500587
