xLCC,yLCC,BC
349438,4324470,0.535343930923929
349514,4324470,0.535240457418885
349589,4324470,0.53513680124214
349665,4324470,0.535030214777819
349740,4324470,0.534923523270469
349816,4324470,0.534813906853226
349891,4324470,0.534704279840513
349967,4324470,0.534591754463239
350042,4324470,0.534479332717426
350118,4324470,0.534364064665431
350193,4324470,0.534249037714811
350269,4324470,0.53413124713278
350344,4324470,0.534013862409355
350420,4324470,0.533893833325097
350495,4324470,0.533774406853111
350571,4324470,0.533652498870967
350646,4324470,0.533531427712627
350722,4324470,0.533408089599792
350797,4324470,0.533285866279329
350873,4324470,0.533161651665842
350948,4324470,0.533038880781076
351024,4324470,0.532914466169559
351099,4324470,0.532791883360072
351175,4324470,0.532668088580676
351250,4324470,0.532546581937168
351326,4324470,0.532424393066604
351401,4324470,0.532305026913651
351477,4324470,0.532185621476925
351552,4324470,0.532069662209419
351628,4324470,0.531954436162004
351703,4324470,0.531843379422611
351779,4324470,0.531733974922723
351854,4324470,0.531629572824265
351930,4324470,0.531527905096916
352005,4324470,0.531432191366991
352081,4324470,0.531340471983338
352156,4324470,0.531255781797232
352232,4324470,0.531176534417139
352307,4324470,0.531105514285715
352383,4324470,0.531041577370391
352458,4324470,0.530987178842762
352534,4324470,0.530941688186095
352609,4324470,0.530907137543037
352685,4324470,0.53088348003297
352760,4324470,0.530872215040433
352836,4324470,0.530873944440822
352911,4324470,0.530889509327475
352987,4324470,0.530920215925308
353062,4324470,0.530966107981468
353138,4324470,0.531029237652585
353213,4324470,0.531108704118096
353289,4324470,0.531207329435866
353364,4324470,0.531323121994802
353440,4324470,0.531459678248903
353515,4324470,0.531613783588947
353591,4324470,0.531789794252163
353666,4324470,0.531983170178375
353742,4324470,0.532198996009474
353817,4324470,0.53243134953746
353893,4324470,0.532685998887935
353968,4324470,0.532955641691646
354044,4324470,0.533246673654358
354119,4324470,0.533550479657881
354195,4324470,0.533874016783926
354270,4324470,0.53420748894721
354346,4324470,0.534558336738414
354421,4324470,0.534915771001769
354497,4324470,0.535287623937776
354572,4324470,0.535662344380935
354648,4324470,0.536048048544189
354723,4324470,0.536432683091682
354799,4324470,0.536824525531712
354874,4324470,0.53721129588317
354950,4324470,0.537601298674061
355025,4324470,0.537982308083207
355101,4324470,0.538362516147726
355176,4324470,0.538730029527107
355252,4324470,0.539092791159146
355327,4324470,0.539439509793327
355403,4324470,0.539777754186048
355478,4324470,0.540097089782564
355554,4324470,0.540404605290384
355629,4324470,0.540690954525521
355705,4324470,0.540962664907883
355780,4324470,0.541211676735625
355856,4324470,0.541443901588103
355931,4324470,0.541652717322998
356007,4324470,0.541843389939991
356082,4324470,0.54201082380351
356158,4324470,0.542159628894914
356233,4324470,0.542286248964853
356309,4324470,0.542394639115684
356384,4324470,0.542482710640875
356460,4324470,0.542553769060063
356535,4324470,0.5426070377512
356611,4324470,0.542645177892682
356686,4324470,0.542668499844501
356762,4324470,0.542679026670665
356837,4324470,0.542677887577079
356913,4324470,0.542666480884202
356988,4324470,0.542646478113849
357064,4324470,0.542618681857919
357139,4324470,0.542585055581859
357215,4324470,0.542545857274239
357290,4324470,0.542503143924062
357366,4324470,0.542456702867576
357441,4324470,0.54240854963763
357517,4324470,0.54235809168671
357592,4324470,0.542307228489642
357668,4324470,0.54225508466101
357743,4324470,0.542203416207362
357819,4324470,0.542151157033146
357894,4324470,0.542099922476777
357970,4324470,0.542048534493013
358045,4324470,0.541998485306139
358121,4324470,0.541948546175204
358196,4324470,0.541900107407579
358272,4324470,0.541851933179375
358347,4324470,0.541805330399178
358423,4324470,0.541759084639562
358498,4324470,0.541714432742206
358574,4324470,0.541670198652433
358649,4324470,0.541627557194141
358725,4324470,0.541585379771703
358800,4324470,0.541544783042148
358876,4324470,0.541504690043075
358951,4324470,0.541466160346475
359027,4324470,0.541428170033915
359102,4324470,0.541391721217792
359178,4324470,0.541355843052009
359253,4324470,0.541321479362893
359329,4324470,0.541287711807789
359404,4324470,0.541255425312384
359480,4324470,0.541223753249615
359555,4324470,0.541193521610539
359631,4324470,0.54116391460956
359706,4324470,0.541135699995937
359782,4324470,0.541108111870663
359857,4324470,0.541081861157712
359933,4324470,0.541056230764899
360008,4324470,0.541031876839816
360084,4324470,0.541008129843403
360159,4324470,0.540985593694586
360235,4324470,0.540963644947527
360310,4324470,0.540942838194407
360386,4324470,0.540922594407799
360461,4324470,0.540903421972845
360537,4324470,0.540884784404248
360612,4324470,0.540867147099557
