RecID,xLCC,yLCC
143,360159.0,4324470.0
144,360235.0,4324470.0
145,360310.0,4324470.0
146,360386.0,4324470.0
147,360461.0,4324470.0
148,360537.0,4324470.0
149,360612.0,4324470.0
150,360688.0,4324470.0
151,360763.0,4324470.0
152,349438.0,4324540.0
153,349514.0,4324540.0
154,349589.0,4324540.0
155,349665.0,4324540.0
156,349740.0,4324540.0
157,349816.0,4324540.0
158,349891.0,4324540.0
159,349967.0,4324540.0
160,350042.0,4324540.0
161,350118.0,4324540.0
162,350193.0,4324540.0
163,350269.0,4324540.0
164,350344.0,4324540.0
165,350420.0,4324540.0
166,350495.0,4324540.0
167,350571.0,4324540.0
168,350646.0,4324540.0
169,350722.0,4324540.0
170,350797.0,4324540.0
171,350873.0,4324540.0
172,350948.0,4324540.0
173,351024.0,4324540.0
174,351099.0,4324540.0
175,351175.0,4324540.0
176,351250.0,4324540.0
177,351326.0,4324540.0
178,351401.0,4324540.0
179,351477.0,4324540.0
180,351552.0,4324540.0
181,351628.0,4324540.0
182,351703.0,4324540.0
183,351779.0,4324540.0
184,351854.0,4324540.0
185,351930.0,4324540.0
186,352005.0,4324540.0
187,352081.0,4324540.0
188,352156.0,4324540.0
189,352232.0,4324540.0
190,352307.0,4324540.0
191,352383.0,4324540.0
192,352458.0,4324540.0
193,352534.0,4324540.0
194,352609.0,4324540.0
195,352685.0,4324540.0
196,352760.0,4324540.0
197,352836.0,4324540.0
198,352911.0,4324540.0
199,352987.0,4324540.0
200,353062.0,4324540.0
201,353138.0,4324540.0
202,353213.0,4324540.0
203,353289.0,4324540.0
204,353364.0,4324540.0
205,353440.0,4324540.0
206,353515.0,4324540.0
207,353591.0,4324540.0
208,353666.0,4324540.0
209,353742.0,4324540.0
210,353817.0,4324540.0
211,353893.0,4324540.0
212,353968.0,4324540.0
213,354044.0,4324540.0
214,354119.0,4324540.0
215,354195.0,4324540.0
216,354270.0,4324540.0
217,354346.0,4324540.0
218,354421.0,4324540.0
219,354497.0,4324540.0
220,354572.0,4324540.0
221,354648.0,4324540.0
222,354723.0,4324540.0
223,354799.0,4324540.0
224,354874.0,4324540.0
225,354950.0,4324540.0
226,355025.0,4324540.0
227,355101.0,4324540.0
228,355176.0,4324540.0
229,355252.0,4324540.0
230,355327.0,4324540.0
231,355403.0,4324540.0
232,355478.0,4324540.0
233,355554.0,4324540.0
234,355629.0,4324540.0
235,355705.0,4324540.0
236,355780.0,4324540.0
237,355856.0,4324540.0
238,355931.0,4324540.0
239,356007.0,4324540.0
240,356082.0,4324540.0
241,356158.0,4324540.0
242,356233.0,4324540.0
243,356309.0,4324540.0
244,356384.0,4324540.0
245,356460.0,4324540.0
246,356535.0,4324540.0
247,356611.0,4324540.0
248,356686.0,4324540.0
249,356762.0,4324540.0
250,356837.0,4324540.0
251,356913.0,4324540.0
252,356988.0,4324540.0
253,357064.0,4324540.0
254,357139.0,4324540.0
255,357215.0,4324540.0
256,357290.0,4324540.0
257,357366.0,4324540.0
258,357441.0,4324540.0
259,357517.0,4324540.0
260,357592.0,4324540.0
261,357668.0,4324540.0
262,357743.0,4324540.0
263,357819.0,4324540.0
264,357894.0,4324540.0
265,357970.0,4324540.0
266,358045.0,4324540.0
267,358121.0,4324540.0
268,358196.0,4324540.0
269,358272.0,4324540.0
270,358347.0,4324540.0
271,358423.0,4324540.0
272,358498.0,4324540.0
273,358574.0,4324540.0
274,358649.0,4324540.0
275,358725.0,4324540.0
276,358800.0,4324540.0
277,358876.0,4324540.0
278,358951.0,4324540.0
279,359027.0,4324540.0
280,359102.0,4324540.0
281,359178.0,4324540.0
282,359253.0,4324540.0
283,359329.0,4324540.0
284,359404.0,4324540.0
285,359480.0,4324540.0
286,359555.0,4324540.0
287,359631.0,4324540.0
288,359706.0,4324540.0
289,359782.0,4324540.0
290,359857.0,4324540.0
291,359933.0,4324540.0
292,360008.0,4324540.0
293,360084.0,4324540.0
294,360159.0,4324540.0
295,360235.0,4324540.0
296,360310.0,4324540.0
297,360386.0,4324540.0
298,360461.0,4324540.0
299,360537.0,4324540.0
300,360612.0,4324540.0
301,360688.0,4324540.0
302,360763.0,4324540.0
303,349438.0,4324620.0
304,349514.0,4324620.0
305,349589.0,4324620.0
306,349665.0,4324620.0
307,349740.0,4324620.0
308,349816.0,4324620.0
309,349891.0,4324620.0
310,349967.0,4324620.0
311,350042.0,4324620.0
312,350118.0,4324620.0
313,350193.0,4324620.0
314,350269.0,4324620.0
315,350344.0,4324620.0
316,350420.0,4324620.0
317,350495.0,4324620.0
318,350571.0,4324620.0
319,350646.0,4324620.0
320,350722.0,4324620.0
321,350797.0,4324620.0
322,350873.0,4324620.0
323,350948.0,4324620.0
324,351024.0,4324620.0
325,351099.0,4324620.0
326,351175.0,4324620.0
327,351250.0,4324620.0
328,351326.0,4324620.0
329,351401.0,4324620.0
330,351477.0,4324620.0
331,351552.0,4324620.0
332,351628.0,4324620.0
333,351703.0,4324620.0
334,351779.0,4324620.0
335,351854.0,4324620.0
336,351930.0,4324620.0
337,352005.0,4324620.0
338,352081.0,4324620.0
339,352156.0,4324620.0
340,352232.0,4324620.0
341,352307.0,4324620.0
342,352383.0,4324620.0
343,352458.0,4324620.0
344,352534.0,4324620.0
345,352609.0,4324620.0
346,352685.0,4324620.0
347,352760.0,4324620.0
348,352836.0,4324620.0
349,352911.0,4324620.0
350,352987.0,4324620.0
351,353062.0,4324620.0
352,353138.0,4324620.0
353,353213.0,4324620.0
354,353289.0,4324620.0
355,353364.0,4324620.0
356,353440.0,4324620.0
357,353515.0,4324620.0
358,353591.0,4324620.0
359,353666.0,4324620.0
360,353742.0,4324620.0
361,353817.0,4324620.0
362,353893.0,4324620.0
363,353968.0,4324620.0
364,354044.0,4324620.0
365,354119.0,4324620.0
366,354195.0,4324620.0
367,354270.0,4324620.0
368,354346.0,4324620.0
369,354421.0,4324620.0
370,354497.0,4324620.0
371,354572.0,4324620.0
372,354648.0,4324620.0
373,354723.0,4324620.0
374,354799.0,4324620.0
375,354874.0,4324620.0
376,354950.0,4324620.0
377,355025.0,4324620.0
378,355101.0,4324620.0
379,355176.0,4324620.0
380,355252.0,4324620.0
381,355327.0,4324620.0
382,355403.0,4324620.0
383,355478.0,4324620.0
384,355554.0,4324620.0
385,355629.0,4324620.0
386,355705.0,4324620.0
387,355780.0,4324620.0
388,355856.0,4324620.0
389,355931.0,4324620.0
390,356007.0,4324620.0
391,356082.0,4324620.0
392,356158.0,4324620.0
393,356233.0,4324620.0
394,356309.0,4324620.0
395,356384.0,4324620.0
396,356460.0,4324620.0
397,356535.0,4324620.0
398,356611.0,4324620.0
399,356686.0,4324620.0
400,356762.0,4324620.0
401,356837.0,4324620.0
402,356913.0,4324620.0
403,356988.0,4324620.0
404,357064.0,4324620.0
405,357139.0,4324620.0
406,357215.0,4324620.0
407,357290.0,4324620.0
408,357366.0,4324620.0
409,357441.0,4324620.0
410,357517.0,4324620.0
411,357592.0,4324620.0
412,357668.0,4324620.0
413,357743.0,4324620.0
414,357819.0,4324620.0
415,357894.0,4324620.0
416,357970.0,4324620.0
417,358045.0,4324620.0
418,358121.0,4324620.0
419,358196.0,4324620.0
420,358272.0,4324620.0
421,358347.0,4324620.0
422,358423.0,4324620.0
423,358498.0,4324620.0
424,358574.0,4324620.0
425,358649.0,4324620.0
426,358725.0,4324620.0
427,358800.0,4324620.0
428,358876.0,4324620.0
429,358951.0,4324620.0
430,359027.0,4324620.0
431,359102.0,4324620.0
432,359178.0,4324620.0
433,359253.0,4324620.0
434,359329.0,4324620.0
435,359404.0,4324620.0
436,359480.0,4324620.0
437,359555.0,4324620.0
438,359631.0,4324620.0
439,359706.0,4324620.0
440,359782.0,4324620.0
441,359857.0,4324620.0
442,359933.0,4324620.0
443,360008.0,4324620.0
444,360084.0,4324620.0
445,360159.0,4324620.0
446,360235.0,4324620.0
447,360310.0,4324620.0
448,360386.0,4324620.0
449,360461.0,4324620.0
450,360537.0,4324620.0
451,360612.0,4324620.0
452,360688.0,4324620.0
453,360763.0,4324620.0
454,349438.0,4324700.0
455,349514.0,4324700.0
456,349589.0,4324700.0
457,349665.0,4324700.0
458,349740.0,4324700.0
459,349816.0,4324700.0
460,349891.0,4324700.0
461,349967.0,4324700.0
462,350042.0,4324700.0
463,350118.0,4324700.0
464,350193.0,4324700.0
465,350269.0,4324700.0
466,350344.0,4324700.0
467,350420.0,4324700.0
468,350495.0,4324700.0
469,350571.0,4324700.0
470,350646.0,4324700.0
471,350722.0,4324700.0
472,350797.0,4324700.0
473,350873.0,4324700.0
474,350948.0,4324700.0
475,351024.0,4324700.0
476,351099.0,4324700.0
477,351175.0,4324700.0
478,351250.0,4324700.0
479,351326.0,4324700.0
480,351401.0,4324700.0
481,351477.0,4324700.0
482,351552.0,4324700.0
483,351628.0,4324700.0
484,351703.0,4324700.0
485,351779.0,4324700.0
486,351854.0,4324700.0
487,351930.0,4324700.0
488,352005.0,4324700.0
489,352081.0,4324700.0
490,352156.0,4324700.0
491,352232.0,4324700.0
492,352307.0,4324700.0
493,352383.0,4324700.0
494,352458.0,4324700.0
495,352534.0,4324700.0
496,352609.0,4324700.0
497,352685.0,4324700.0
498,352760.0,4324700.0
499,352836.0,4324700.0
500,352911.0,4324700.0
501,352987.0,4324700.0
502,353062.0,4324700.0
503,353138.0,4324700.0
504,353213.0,4324700.0
505,353289.0,4324700.0
506,353364.0,4324700.0
507,353440.0,4324700.0
508,353515.0,4324700.0
509,353591.0,4324700.0
510,353666.0,4324700.0
511,353742.0,4324700.0
512,353817.0,4324700.0
513,353893.0,4324700.0
514,353968.0,4324700.0
515,354044.0,4324700.0
516,354119.0,4324700.0
517,354195.0,4324700.0
518,354270.0,4324700.0
519,354346.0,4324700.0
520,354421.0,4324700.0
521,354497.0,4324700.0
522,354572.0,4324700.0
523,354648.0,4324700.0
524,354723.0,4324700.0
525,354799.0,4324700.0
526,354874.0,4324700.0
527,354950.0,4324700.0
528,355025.0,4324700.0
529,355101.0,4324700.0
530,355176.0,4324700.0
531,355252.0,4324700.0
532,355327.0,4324700.0
533,355403.0,4324700.0
534,355478.0,4324700.0
535,355554.0,4324700.0
536,355629.0,4324700.0
537,355705.0,4324700.0
538,355780.0,4324700.0
539,355856.0,4324700.0
540,355931.0,4324700.0
541,356007.0,4324700.0
542,356082.0,4324700.0
543,356158.0,4324700.0
544,356233.0,4324700.0
545,356309.0,4324700.0
546,356384.0,4324700.0
547,356460.0,4324700.0
548,356535.0,4324700.0
549,356611.0,4324700.0
550,356686.0,4324700.0
551,356762.0,4324700.0
552,356837.0,4324700.0
553,356913.0,4324700.0
554,356988.0,4324700.0
555,357064.0,4324700.0
556,357139.0,4324700.0
557,357215.0,4324700.0
558,357290.0,4324700.0
559,357366.0,4324700.0
560,357441.0,4324700.0
561,357517.0,4324700.0
562,357592.0,4324700.0
563,357668.0,4324700.0
564,357743.0,4324700.0
565,357819.0,4324700.0
566,357894.0,4324700.0
567,357970.0,4324700.0
568,358045.0,4324700.0
569,358121.0,4324700.0
570,358196.0,4324700.0
571,358272.0,4324700.0
572,358347.0,4324700.0
573,358423.0,4324700.0
574,358498.0,4324700.0
575,358574.0,4324700.0
576,358649.0,4324700.0
577,358725.0,4324700.0
578,358800.0,4324700.0
579,358876.0,4324700.0
580,358951.0,4324700.0
581,359027.0,4324700.0
582,359102.0,4324700.0
583,359178.0,4324700.0
584,359253.0,4324700.0
585,359329.0,4324700.0
586,359404.0,4324700.0
587,359480.0,4324700.0
588,359555.0,4324700.0
589,359631.0,4324700.0
590,359706.0,4324700.0
591,359782.0,4324700.0
592,359857.0,4324700.0
593,359933.0,4324700.0
594,360008.0,4324700.0
595,360084.0,4324700.0
596,360159.0,4324700.0
597,360235.0,4324700.0
598,360310.0,4324700.0
599,360386.0,4324700.0
600,360461.0,4324700.0
601,360537.0,4324700.0
602,360612.0,4324700.0
603,360688.0,4324700.0
604,360763.0,4324700.0
605,349438.0,4324770.0
606,349514.0,4324770.0
607,349589.0,4324770.0
608,349665.0,4324770.0
609,349740.0,4324770.0
610,349816.0,4324770.0
611,349891.0,4324770.0
612,349967.0,4324770.0
613,350042.0,4324770.0
614,350118.0,4324770.0
615,350193.0,4324770.0
616,350269.0,4324770.0
617,350344.0,4324770.0
618,350420.0,4324770.0
619,350495.0,4324770.0
620,350571.0,4324770.0
621,350646.0,4324770.0
622,350722.0,4324770.0
623,350797.0,4324770.0
624,350873.0,4324770.0
625,350948.0,4324770.0
626,351024.0,4324770.0
627,351099.0,4324770.0
628,351175.0,4324770.0
629,351250.0,4324770.0
630,351326.0,4324770.0
631,351401.0,4324770.0
632,351477.0,4324770.0
633,351552.0,4324770.0
634,351628.0,4324770.0
635,351703.0,4324770.0
636,351779.0,4324770.0
637,351854.0,4324770.0
638,351930.0,4324770.0
639,352005.0,4324770.0
640,352081.0,4324770.0
641,352156.0,4324770.0
642,352232.0,4324770.0
643,352307.0,4324770.0
644,352383.0,4324770.0
645,352458.0,4324770.0
646,352534.0,4324770.0
647,352609.0,4324770.0
648,352685.0,4324770.0
649,352760.0,4324770.0
650,352836.0,4324770.0
651,352911.0,4324770.0
652,352987.0,4324770.0
653,353062.0,4324770.0
654,353138.0,4324770.0
655,353213.0,4324770.0
656,353289.0,4324770.0
657,353364.0,4324770.0
658,353440.0,4324770.0
659,353515.0,4324770.0
660,353591.0,4324770.0
661,353666.0,4324770.0
662,353742.0,4324770.0
663,353817.0,4324770.0
664,353893.0,4324770.0
665,353968.0,4324770.0
666,354044.0,4324770.0
667,354119.0,4324770.0
668,354195.0,4324770.0
669,354270.0,4324770.0
670,354346.0,4324770.0
671,354421.0,4324770.0
672,354497.0,4324770.0
673,354572.0,4324770.0
674,354648.0,4324770.0
675,354723.0,4324770.0
676,354799.0,4324770.0
677,354874.0,4324770.0
678,354950.0,4324770.0
679,355025.0,4324770.0
680,355101.0,4324770.0
681,355176.0,4324770.0
682,355252.0,4324770.0
683,355327.0,4324770.0
684,355403.0,4324770.0
685,355478.0,4324770.0
686,355554.0,4324770.0
687,355629.0,4324770.0
688,355705.0,4324770.0
689,355780.0,4324770.0
690,355856.0,4324770.0
691,355931.0,4324770.0
692,356007.0,4324770.0
693,356082.0,4324770.0
694,356158.0,4324770.0
695,356233.0,4324770.0
696,356309.0,4324770.0
697,356384.0,4324770.0
698,356460.0,4324770.0
699,356535.0,4324770.0
700,356611.0,4324770.0
701,356686.0,4324770.0
702,356762.0,4324770.0
703,356837.0,4324770.0
704,356913.0,4324770.0
705,356988.0,4324770.0
706,357064.0,4324770.0
707,357139.0,4324770.0
708,357215.0,4324770.0
709,357290.0,4324770.0
710,357366.0,4324770.0
711,357441.0,4324770.0
712,357517.0,4324770.0
713,357592.0,4324770.0
714,357668.0,4324770.0
715,357743.0,4324770.0
716,357819.0,4324770.0
717,357894.0,4324770.0
718,357970.0,4324770.0
719,358045.0,4324770.0
720,358121.0,4324770.0
721,358196.0,4324770.0
722,358272.0,4324770.0
723,358347.0,4324770.0
724,358423.0,4324770.0
725,358498.0,4324770.0
726,358574.0,4324770.0
727,358649.0,4324770.0
728,358725.0,4324770.0
729,358800.0,4324770.0
730,358876.0,4324770.0
731,358951.0,4324770.0
732,359027.0,4324770.0
733,359102.0,4324770.0
734,359178.0,4324770.0
735,359253.0,4324770.0
736,359329.0,4324770.0
737,359404.0,4324770.0
738,359480.0,4324770.0
739,359555.0,4324770.0
740,359631.0,4324770.0
741,359706.0,4324770.0
742,359782.0,4324770.0
743,359857.0,4324770.0
744,359933.0,4324770.0
745,360008.0,4324770.0
746,360084.0,4324770.0
747,360159.0,4324770.0
748,360235.0,4324770.0
749,360310.0,4324770.0
750,360386.0,4324770.0
751,360461.0,4324770.0
752,360537.0,4324770.0
753,360612.0,4324770.0
754,360688.0,4324770.0
755,360763.0,4324770.0
756,349438.0,4324850.0
757,349514.0,4324850.0
758,349589.0,4324850.0
759,349665.0,4324850.0
760,349740.0,4324850.0
761,349816.0,4324850.0
762,349891.0,4324850.0
763,349967.0,4324850.0
764,350042.0,4324850.0
765,350118.0,4324850.0
766,350193.0,4324850.0
767,350269.0,4324850.0
768,350344.0,4324850.0
769,350420.0,4324850.0
770,350495.0,4324850.0
771,350571.0,4324850.0
772,350646.0,4324850.0
773,350722.0,4324850.0
774,350797.0,4324850.0
775,350873.0,4324850.0
776,350948.0,4324850.0
777,351024.0,4324850.0
778,351099.0,4324850.0
779,351175.0,4324850.0
780,351250.0,4324850.0
781,351326.0,4324850.0
782,351401.0,4324850.0
783,351477.0,4324850.0
784,351552.0,4324850.0
785,351628.0,4324850.0
786,351703.0,4324850.0
787,351779.0,4324850.0
788,351854.0,4324850.0
789,351930.0,4324850.0
790,352005.0,4324850.0
791,352081.0,4324850.0
792,352156.0,4324850.0
793,352232.0,4324850.0
794,352307.0,4324850.0
795,352383.0,4324850.0
796,352458.0,4324850.0
797,352534.0,4324850.0
798,352609.0,4324850.0
799,352685.0,4324850.0
800,352760.0,4324850.0
801,352836.0,4324850.0
802,352911.0,4324850.0
803,352987.0,4324850.0
804,353062.0,4324850.0
805,353138.0,4324850.0
806,353213.0,4324850.0
807,353289.0,4324850.0
808,353364.0,4324850.0
809,353440.0,4324850.0
810,353515.0,4324850.0
811,353591.0,4324850.0
812,353666.0,4324850.0
813,353742.0,4324850.0
814,353817.0,4324850.0
815,353893.0,4324850.0
816,353968.0,4324850.0
817,354044.0,4324850.0
818,354119.0,4324850.0
819,354195.0,4324850.0
820,354270.0,4324850.0
821,354346.0,4324850.0
822,354421.0,4324850.0
823,354497.0,4324850.0
824,354572.0,4324850.0
825,354648.0,4324850.0
826,354723.0,4324850.0
827,354799.0,4324850.0
828,354874.0,4324850.0
829,354950.0,4324850.0
830,355025.0,4324850.0
831,355101.0,4324850.0
832,355176.0,4324850.0
833,355252.0,4324850.0
834,355327.0,4324850.0
835,355403.0,4324850.0
836,355478.0,4324850.0
837,355554.0,4324850.0
838,355629.0,4324850.0
839,355705.0,4324850.0
840,355780.0,4324850.0
841,355856.0,4324850.0
842,355931.0,4324850.0
843,356007.0,4324850.0
844,356082.0,4324850.0
845,356158.0,4324850.0
846,356233.0,4324850.0
847,356309.0,4324850.0
848,356384.0,4324850.0
849,356460.0,4324850.0
850,356535.0,4324850.0
851,356611.0,4324850.0
852,356686.0,4324850.0
853,356762.0,4324850.0
854,356837.0,4324850.0
855,356913.0,4324850.0
856,356988.0,4324850.0
857,357064.0,4324850.0
858,357139.0,4324850.0
859,357215.0,4324850.0
860,357290.0,4324850.0
861,357366.0,4324850.0
862,357441.0,4324850.0
863,357517.0,4324850.0
864,357592.0,4324850.0
865,357668.0,4324850.0
866,357743.0,4324850.0
867,357819.0,4324850.0
868,357894.0,4324850.0
869,357970.0,4324850.0
870,358045.0,4324850.0
871,358121.0,4324850.0
872,358196.0,4324850.0
873,358272.0,4324850.0
874,358347.0,4324850.0
875,358423.0,4324850.0
876,358498.0,4324850.0
877,358574.0,4324850.0
878,358649.0,4324850.0
879,358725.0,4324850.0
880,358800.0,4324850.0
881,358876.0,4324850.0
882,358951.0,4324850.0
883,359027.0,4324850.0
884,359102.0,4324850.0
885,359178.0,4324850.0
886,359253.0,4324850.0
887,359329.0,4324850.0
888,359404.0,4324850.0
889,359480.0,4324850.0
890,359555.0,4324850.0
891,359631.0,4324850.0
892,359706.0,4324850.0
893,359782.0,4324850.0
894,359857.0,4324850.0
895,359933.0,4324850.0
896,360008.0,4324850.0
897,360084.0,4324850.0
898,360159.0,4324850.0
899,360235.0,4324850.0
900,360310.0,4324850.0
901,360386.0,4324850.0
902,360461.0,4324850.0
903,360537.0,4324850.0
904,360612.0,4324850.0
905,360688.0,4324850.0
906,360763.0,4324850.0
907,349438.0,4324920.0
908,349514.0,4324920.0
909,349589.0,4324920.0
910,349665.0,4324920.0
911,349740.0,4324920.0
912,349816.0,4324920.0
913,349891.0,4324920.0
914,349967.0,4324920.0
915,350042.0,4324920.0
916,350118.0,4324920.0
917,350193.0,4324920.0
918,350269.0,4324920.0
919,350344.0,4324920.0
920,350420.0,4324920.0
921,350495.0,4324920.0
922,350571.0,4324920.0
923,350646.0,4324920.0
924,350722.0,4324920.0
925,350797.0,4324920.0
926,350873.0,4324920.0
927,350948.0,4324920.0
928,351024.0,4324920.0
929,351099.0,4324920.0
930,351175.0,4324920.0
931,351250.0,4324920.0
932,351326.0,4324920.0
933,351401.0,4324920.0
934,351477.0,4324920.0
935,351552.0,4324920.0
936,351628.0,4324920.0
937,351703.0,4324920.0
938,351779.0,4324920.0
939,351854.0,4324920.0
940,351930.0,4324920.0
941,352005.0,4324920.0
942,352081.0,4324920.0
943,352156.0,4324920.0
944,352232.0,4324920.0
945,352307.0,4324920.0
946,352383.0,4324920.0
947,352458.0,4324920.0
948,352534.0,4324920.0
949,352609.0,4324920.0
950,352685.0,4324920.0
951,352760.0,4324920.0
952,352836.0,4324920.0
953,352911.0,4324920.0
954,352987.0,4324920.0
955,353062.0,4324920.0
956,353138.0,4324920.0
957,353213.0,4324920.0
958,353289.0,4324920.0
959,353364.0,4324920.0
960,353440.0,4324920.0
961,353515.0,4324920.0
962,353591.0,4324920.0
963,353666.0,4324920.0
964,353742.0,4324920.0
965,353817.0,4324920.0
966,353893.0,4324920.0
967,353968.0,4324920.0
968,354044.0,4324920.0
969,354119.0,4324920.0
970,354195.0,4324920.0
971,354270.0,4324920.0
972,354346.0,4324920.0
973,354421.0,4324920.0
974,354497.0,4324920.0
975,354572.0,4324920.0
976,354648.0,4324920.0
977,354723.0,4324920.0
978,354799.0,4324920.0
979,354874.0,4324920.0
980,354950.0,4324920.0
981,355025.0,4324920.0
982,355101.0,4324920.0
983,355176.0,4324920.0
984,355252.0,4324920.0
985,355327.0,4324920.0
986,355403.0,4324920.0
987,355478.0,4324920.0
988,355554.0,4324920.0
989,355629.0,4324920.0
990,355705.0,4324920.0
991,355780.0,4324920.0
992,355856.0,4324920.0
993,355931.0,4324920.0
994,356007.0,4324920.0
995,356082.0,4324920.0
996,356158.0,4324920.0
997,356233.0,4324920.0
998,356309.0,4324920.0
999,356384.0,4324920.0
1000,356460.0,4324920.0
1001,356535.0,4324920.0
1002,356611.0,4324920.0
1003,356686.0,4324920.0
1004,356762.0,4324920.0
1005,356837.0,4324920.0
1006,356913.0,4324920.0
1007,356988.0,4324920.0
1008,357064.0,4324920.0
1009,357139.0,4324920.0
1010,357215.0,4324920.0
1011,357290.0,4324920.0
1012,357366.0,4324920.0
1013,357441.0,4324920.0
1014,357517.0,4324920.0
1015,357592.0,4324920.0
1016,357668.0,4324920.0
1017,357743.0,4324920.0
1018,357819.0,4324920.0
1019,357894.0,4324920.0
1020,357970.0,4324920.0
1021,358045.0,4324920.0
1022,358121.0,4324920.0
1023,358196.0,4324920.0
1024,358272.0,4324920.0
1025,358347.0,4324920.0
1026,358423.0,4324920.0
1027,358498.0,4324920.0
1028,358574.0,4324920.0
1029,358649.0,4324920.0
1030,358725.0,4324920.0
1031,358800.0,4324920.0
1032,358876.0,4324920.0
1033,358951.0,4324920.0
1034,359027.0,4324920.0
1035,359102.0,4324920.0
1036,359178.0,4324920.0
1037,359253.0,4324920.0
1038,359329.0,4324920.0
1039,359404.0,4324920.0
1040,359480.0,4324920.0
1041,359555.0,4324920.0
1042,359631.0,4324920.0
1043,359706.0,4324920.0
1044,359782.0,4324920.0
1045,359857.0,4324920.0
1046,359933.0,4324920.0
1047,360008.0,4324920.0
1048,360084.0,4324920.0
1049,360159.0,4324920.0
1050,360235.0,4324920.0
1051,360310.0,4324920.0
1052,360386.0,4324920.0
1053,360461.0,4324920.0
1054,360537.0,4324920.0
1055,360612.0,4324920.0
1056,360688.0,4324920.0
1057,360763.0,4324920.0
1058,349438.0,4325000.0
1059,349514.0,4325000.0
1060,349589.0,4325000.0
1061,349665.0,4325000.0
1062,349740.0,4325000.0
1063,349816.0,4325000.0
1064,349891.0,4325000.0
1065,349967.0,4325000.0
1066,350042.0,4325000.0
1067,350118.0,4325000.0
1068,350193.0,4325000.0
1069,350269.0,4325000.0
