RecID,xLCC,yLCC,date,BC,var
1,349438,4324470,201809,0.27139767523279,0.653179644701417
2,349514,4324470,201809,0.27205496384813,0.653179576761561
3,349589,4324470,201809,0.272653962853569,0.653179504884116
4,349665,4324470,201809,0.273256384015769,0.653179427719537
5,349740,4324470,201809,0.273947508229257,0.653179351966141
6,349816,4324470,201809,0.274684922073556,0.653179278752813
7,349891,4324470,201809,0.275628778942388,0.653179195289208
8,349967,4324470,201809,0.276625502007874,0.653179117786772
9,350042,4324470,201809,0.277579636530785,0.653179029002467
10,350118,4324470,201809,0.278496129418221,0.653178942822934
11,350193,4324470,201809,0.279321046107629,0.653178833716207
12,350269,4324470,201809,0.280101172770352,0.653178742507541
13,350344,4324470,201809,0.280740535700761,0.653178656466867
14,350420,4324470,201809,0.28153349600437,0.653178558467678
15,350495,4324470,201809,0.282440799455399,0.653178462819929
16,350571,4324470,201809,0.283418160263599,0.653178363856189
17,350646,4324470,201809,0.284133243132431,0.653178275746318
18,350722,4324470,201809,0.285147796773013,0.653178175461044
19,350797,4324470,201809,0.286233252380074,0.653178063249585
20,350873,4324470,201809,0.287247835075205,0.653177957374532
21,350948,4324470,201809,0.288246365714474,0.653177853774685
22,351024,4324470,201809,0.289434742985489,0.653177713493706
23,351099,4324470,201809,0.290433278194305,0.653177608197139
24,351175,4324470,201809,0.292021616520169,0.65317756373313
25,351250,4324470,201809,0.29207083637219,0.653177673900691
26,351326,4324470,201809,0.293429251560277,0.653177535769618
27,351401,4324470,201809,0.294778661546934,0.653177385774116
28,351477,4324470,201809,0.29609313462504,0.653177229691347
29,351552,4324470,201809,0.29747237561777,0.653177058027969
30,351628,4324470,201809,0.298732273390092,0.653176893268907
31,351703,4324470,201809,0.299916426386757,0.653176737918635
32,351779,4324470,201809,0.301263409454726,0.653176565758479
33,351854,4324470,201809,0.302535752998799,0.653176392286366
34,351930,4324470,201809,0.303712792660361,0.653176198925721
35,352005,4324470,201809,0.304838936723082,0.653176017883062
36,352081,4324470,201809,0.305984267721733,0.653175831957383
37,352156,4324470,201809,0.306976848281704,0.653175655625177
38,352232,4324470,201809,0.308073720154558,0.653175464129614
39,352307,4324470,201809,0.309298079998426,0.653175252238455
40,352383,4324470,201809,0.310355926868145,0.65317505931984
41,352458,4324470,201809,0.311461391040278,0.653174864405409
42,352534,4324470,201809,0.312653711007017,0.653174654010752
43,352609,4324470,201809,0.313688909138564,0.653174456805242
44,352685,4324470,201809,0.31468847362242,0.653174273647319
45,352760,4324470,201809,0.315662049945694,0.653174073694478
46,352836,4324470,201809,0.316780915755375,0.653173876220561
47,352911,4324470,201809,0.317885309277077,0.653173680808903
48,352987,4324470,201809,0.318992055050028,0.65317348846369
49,353062,4324470,201809,0.320087301897709,0.653173287242153
50,353138,4324470,201809,0.321327270365033,0.653173120070096
51,353213,4324470,201809,0.322673870537624,0.653172925515695
52,353289,4324470,201809,0.324164225640947,0.653172750532321
53,353364,4324470,201809,0.325818754300185,0.653172609352954
54,353440,4324470,201809,0.32762047062391,0.653172443371197
55,353515,4324470,201809,0.329520235618236,0.653172297267957
56,353591,4324470,201809,0.331623172311259,0.653172181398914
57,353666,4324470,201809,0.333806382293182,0.653172055980939
58,353742,4324470,201809,0.336177972141734,0.653171942615731
59,353817,4324470,201809,0.338968460650067,0.653171853144417
60,353893,4324470,201809,0.341849329045064,0.653171760685401
61,353968,4324470,201809,0.345265785852675,0.653171660729921
62,354044,4324470,201809,0.348857126814357,0.653171624107868
63,354119,4324470,201809,0.353076818484962,0.653171558978851
64,354195,4324470,201809,0.358125609720897,0.653171512070306
65,354270,4324470,201809,0.364249669077291,0.653171009236399
66,354346,4324470,201809,0.372243939026743,0.653170792861921
67,354421,4324470,201809,0.383518417299344,0.653170621418861
68,354497,4324470,201809,0.401754068269296,0.653170536049111
69,354572,4324470,201809,0.439663943676083,0.65317046009448
70,354648,4324470,201809,0.574343109227743,0.653170335249996
71,354723,4324470,201809,0.721395212430778,0.653170104565278
72,354799,4324470,201809,0.454573696191159,0.653170011223257
73,354874,4324470,201809,0.409338034523975,0.653169976682389
74,354950,4324470,201809,0.391735800486762,0.653170044721782
75,355025,4324470,201809,0.383068898462391,0.653169865449717
76,355101,4324470,201809,0.377996402528474,0.65316982493424
77,355176,4324470,201809,0.374776148929281,0.653169920116536
78,355252,4324470,201809,0.37270412868469,0.653169986702526
79,355327,4324470,201809,0.371757400067757,0.653170099422721
80,355403,4324470,201809,0.370877689683033,0.653170231342334
81,355478,4324470,201809,0.370106634501199,0.653170299351504
82,355554,4324470,201809,0.369577666245773,0.653170404496263
83,355629,4324470,201809,0.369287188608412,0.653170516344849
84,355705,4324470,201809,0.36934953239928,0.653170574611061
85,355780,4324470,201809,0.369268068199053,0.653170658300043
86,355856,4324470,201809,0.369527971930717,0.653171345569297
87,355931,4324470,201809,0.370282729451584,0.6531712248913
88,356007,4324470,201809,0.371331853703167,0.65317103431317
89,356082,4324470,201809,0.372390169085566,0.65317096811365
90,356158,4324470,201809,0.373539948161492,0.653170875462294
91,356233,4324470,201809,0.374400156811098,0.653170802345792
92,356309,4324470,201809,0.375028835430071,0.653170737513799
93,356384,4324470,201809,0.375237744071146,0.653170722897572
94,356460,4324470,201809,0.374865133704071,0.653170685398149
95,356535,4324470,201809,0.374257761674191,0.653170667251018
96,356611,4324470,201809,0.373605992644666,0.653170694602972
97,356686,4324470,201809,0.373349640370369,0.653170749631223
98,356762,4324470,201809,0.373238775791064,0.653170935665859
99,356837,4324470,201809,0.373624052649466,0.653171029137027
100,356913,4324470,201809,0.373980462171583,0.653171099129849
101,356988,4324470,201809,0.374574512484771,0.653171159439522
102,357064,4324470,201809,0.37452035028218,0.653171292672529
103,357139,4324470,201809,0.374175999397674,0.653171428974332
104,357215,4324470,201809,0.37371025710834,0.653171593841998
105,357290,4324470,201809,0.373339785679679,0.653171800737542
106,357366,4324470,201809,0.373219416765627,0.653171974405139
107,357441,4324470,201809,0.373015674638272,0.653172155421136
108,357517,4324470,201809,0.372962517574452,0.653172271620998
109,357592,4324470,201809,0.372512760777439,0.653172466790696
110,357668,4324470,201809,0.371909952657861,0.653172695285332
111,357743,4324470,201809,0.371533852070934,0.653172950721843
112,357819,4324470,201809,0.371009875360732,0.65317318480413
113,357894,4324470,201809,0.371107183862192,0.65317342945002
114,357970,4324470,201809,0.37143465581718,0.653173648852342
115,358045,4324470,201809,0.371726284468409,0.653173922802944
116,358121,4324470,201809,0.372111273945627,0.653174137062978
117,358196,4324470,201809,0.37251926400789,0.653174379832525
118,358272,4324470,201809,0.372861589007557,0.653174647988167
119,358347,4324470,201809,0.37316117450741,0.653174858484218
120,358423,4324470,201809,0.37347485502708,0.653174692273048
121,358498,4324470,201809,0.37386924751733,0.653174687064796
122,358574,4324470,201809,0.374354600237714,0.653174847243462
123,358649,4324470,201809,0.374701814831621,0.653175039415383
124,358725,4324470,201809,0.374393814510468,0.653175416271547
125,358800,4324470,201809,0.373812429963335,0.65317553539536
126,358876,4324470,201809,0.374355867405561,0.653175624116501
127,358951,4324470,201809,0.374173713913197,0.653175759130878
128,359027,4324470,201809,0.373431129914043,0.653175897829661
129,359102,4324470,201809,0.373021140007181,0.653176033992755
130,359178,4324470,201809,0.372271725609647,0.653176175805807
131,359253,4324470,201809,0.371951221024082,0.653175899179798
132,359329,4324470,201809,0.373780946161209,0.653175825217273
133,359404,4324470,201809,0.370510922314841,0.653175847567966
134,359480,4324470,201809,0.37026663895999,0.653175957037426
135,359555,4324470,201809,0.369609241551144,0.653175961248675
136,359631,4324470,201809,0.369090780940473,0.65317607011154
137,359706,4324470,201809,0.369153731590727,0.653176187774401
138,359782,4324470,201809,0.369258964895991,0.653176334093825
139,359857,4324470,201809,0.369133909203483,0.653176419667293
140,359933,4324470,201809,0.368765991292671,0.653176551410134
141,360008,4324470,201809,0.368042778871471,0.653176734437969
142,360084,4324470,201809,0.367127235620917,0.653176853776186
143,360159,4324470,201809,0.365853089838239,0.65317698846544
144,360235,4324470,201809,0.364326051115588,0.653177104881919
145,360310,4324470,201809,0.362552700338392,0.653177217539833
146,360386,4324470,201809,0.361372196305102,0.653177332526384
147,360461,4324470,201809,0.360697537528008,0.653177442406923
148,360537,4324470,201809,0.359379018406463,0.653177540757464
149,360612,4324470,201809,0.361294035315061,0.65317765466967
150,360688,4324470,201809,0.361628517085174,0.653177770657323
151,360763,4324470,201809,0.353198696772074,0.653177895969054
152,349438,4324540,201809,0.271993113017177,0.653179594053825
153,349514,4324540,201809,0.272727445289835,0.653179524536193
154,349589,4324540,201809,0.273354522070779,0.653179450406611
155,349665,4324540,201809,0.273951080036978,0.653179376110451
156,349740,4324540,201809,0.274680568129504,0.653179295241947
157,349816,4324540,201809,0.275487267100723,0.653179213694601
158,349891,4324540,201809,0.276369014016899,0.653179130241619
159,349967,4324540,201809,0.277326299897041,0.653179047357439
160,350042,4324540,201809,0.278307835586645,0.653178966263814
161,350118,4324540,201809,0.279223430412794,0.653178877622381
162,350193,4324540,201809,0.280124567780855,0.653178780557304
163,350269,4324540,201809,0.280957701645404,0.65317866337666
164,350344,4324540,201809,0.2815914377385,0.653178581478637
165,350420,4324540,201809,0.282460329552023,0.653178475178858
166,350495,4324540,201809,0.283296325375004,0.65317837251481
167,350571,4324540,201809,0.28424756002502,0.653178269444188
168,350646,4324540,201809,0.285287931420538,0.65317816581332
169,350722,4324540,201809,0.286179960139842,0.653178066182791
170,350797,4324540,201809,0.287140409692564,0.653177965604862
171,350873,4324540,201809,0.288263822259484,0.653177844682143
172,350948,4324540,201809,0.289329091357567,0.653177733827315
173,351024,4324540,201809,0.290410038224657,0.653177621745629
174,351099,4324540,201809,0.291707833819262,0.653177474434568
175,351175,4324540,201809,0.292932042061133,0.653177359583165
176,351250,4324540,201809,0.294533800826461,0.653177313653457
177,351326,4324540,201809,0.294669243608893,0.653177426215896
178,351401,4324540,201809,0.296114575178247,0.653177281079529
179,351477,4324540,201809,0.297490181901583,0.653177119104695
180,351552,4324540,201809,0.298831915066106,0.653176954980601
181,351628,4324540,201809,0.30026454849926,0.653176769948593
182,351703,4324540,201809,0.301675253926297,0.653176596762243
183,351779,4324540,201809,0.302921433169369,0.653176428962777
184,351854,4324540,201809,0.304232074284491,0.653176248096735
185,351930,4324540,201809,0.305449492516616,0.653176061032983
186,352005,4324540,201809,0.306568103434654,0.653175857946925
187,352081,4324540,201809,0.307657307487274,0.653175662907309
188,352156,4324540,201809,0.308801294633771,0.653175467982926
189,352232,4324540,201809,0.309821928867095,0.653175278138149
190,352307,4324540,201809,0.310958439464792,0.653175077690445
191,352383,4324540,201809,0.31212390560908,0.653174857158399
192,352458,4324540,201809,0.313177717140009,0.653174648946925
193,352534,4324540,201809,0.314290176887693,0.653174452929232
194,352609,4324540,201809,0.315450822127925,0.653174220642606
195,352685,4324540,201809,0.316557103272463,0.653174010110605
196,352760,4324540,201809,0.317613719792568,0.65317381616912
197,352836,4324540,201809,0.318848270131177,0.653173607235934
198,352911,4324540,201809,0.320045328636344,0.653173403843095
199,352987,4324540,201809,0.321295507309206,0.653173196898344
200,353062,4324540,201809,0.322485124426132,0.653172994818534
201,353138,4324540,201809,0.323812486328047,0.653172788210592
202,353213,4324540,201809,0.325181250219192,0.653172613336611
203,353289,4324540,201809,0.326736817193285,0.653172413440733
204,353364,4324540,201809,0.328437346478586,0.653172262560494
205,353440,4324540,201809,0.330297210986875,0.65317208386195
206,353515,4324540,201809,0.332341860688531,0.653171929727266
207,353591,4324540,201809,0.33456062004198,0.653171806269226
208,353666,4324540,201809,0.33688578156132,0.65317167130782
209,353742,4324540,201809,0.339425528413738,0.653171549865865
210,353817,4324540,201809,0.342362035418798,0.65317145395152
211,353893,4324540,201809,0.345420709490011,0.653171354942637
212,353968,4324540,201809,0.349103322046991,0.653171253994147
213,354044,4324540,201809,0.353034096035426,0.653171208697761
214,354119,4324540,201809,0.357712577692378,0.653171139479427
215,354195,4324540,201809,0.363387650897587,0.653171089645815
216,354270,4324540,201809,0.36977837035118,0.653171082382378
217,354346,4324540,201809,0.379413302920253,0.653170350507943
218,354421,4324540,201809,0.392500267345212,0.653170196386463
219,354497,4324540,201809,0.413544635812876,0.653170047065929
220,354572,4324540,201809,0.45560147489907,0.653170039553914
221,354648,4324540,201809,0.585363642895952,0.653169774141584
222,354723,4324540,201809,0.772193464907588,0.653169664584819
223,354799,4324540,201809,0.476126807300025,0.653169570498447
224,354874,4324540,201809,0.42381067187122,0.653169623468132
225,354950,4324540,201809,0.402372094384,0.653169593572113
226,355025,4324540,201809,0.391434776855453,0.653169436391439
227,355101,4324540,201809,0.38514337516574,0.653169394682809
228,355176,4324540,201809,0.381122134918203,0.653169457298534
229,355252,4324540,201809,0.378646440835974,0.653169771151379
230,355327,4324540,201809,0.377305287671932,0.653169643817478
231,355403,4324540,201809,0.376249618438092,0.653169780804984
232,355478,4324540,201809,0.375372280109509,0.65316987847694
233,355554,4324540,201809,0.374792068241905,0.653169971950428
234,355629,4324540,201809,0.374631621250522,0.653170145637912
235,355705,4324540,201809,0.374593916305985,0.653170174705755
236,355780,4324540,201809,0.374401148400156,0.653170239834685
237,355856,4324540,201809,0.374476142462412,0.653170971195535
238,355931,4324540,201809,0.375233455852307,0.653170793901088
239,356007,4324540,201809,0.376322274294717,0.653170668858334
240,356082,4324540,201809,0.377371043622395,0.653170505340682
241,356158,4324540,201809,0.378606608973118,0.653170438925982
242,356233,4324540,201809,0.379666859790409,0.653170359795058
243,356309,4324540,201809,0.38050235404278,0.653170288275429
244,356384,4324540,201809,0.380840379396077,0.65317026888837
245,356460,4324540,201809,0.380684653499527,0.653170224301583
246,356535,4324540,201809,0.380042377753281,0.653170212265091
247,356611,4324540,201809,0.379343843444974,0.653170242170579
248,356686,4324540,201809,0.379064907695666,0.653170301453124
249,356762,4324540,201809,0.379066197540259,0.653170514954579
250,356837,4324540,201809,0.379410982691555,0.653170597326217
251,356913,4324540,201809,0.379911168918416,0.653170656277589
252,356988,4324540,201809,0.380348232476196,0.653170749781689
253,357064,4324540,201809,0.380481292684245,0.653170877866243
254,357139,4324540,201809,0.380282758405382,0.653171028409021
255,357215,4324540,201809,0.379910498809923,0.65317122090599
256,357290,4324540,201809,0.379399433088628,0.653171424396399
257,357366,4324540,201809,0.379237342165689,0.653171610310215
258,357441,4324540,201809,0.379199772173615,0.653171827095958
259,357517,4324540,201809,0.378730048787603,0.653171927057871
260,357592,4324540,201809,0.378149849235366,0.653172135915388
261,357668,4324540,201809,0.377490371918006,0.65317239168248
262,357743,4324540,201809,0.37645935775479,0.653172650913845
263,357819,4324540,201809,0.376000949702021,0.653172928873014
264,357894,4324540,201809,0.376698039402657,0.653173163941505
265,357970,4324540,201809,0.376732560664654,0.653173447080141
266,358045,4324540,201809,0.376984312922927,0.65317366948865
267,358121,4324540,201809,0.377336861750049,0.653173938634472
268,358196,4324540,201809,0.377699286964064,0.653174209466399
269,358272,4324540,201809,0.378169263938209,0.65317443521191
270,358347,4324540,201809,0.378646539762103,0.653174322413455
271,358423,4324540,201809,0.378974350466516,0.653174281734335
272,358498,4324540,201809,0.379324397602341,0.6531744587231
273,358574,4324540,201809,0.379924447610242,0.653174638103219
274,358649,4324540,201809,0.380078450607889,0.653175042963098
275,358725,4324540,201809,0.37996117229026,0.653175163782348
276,358800,4324540,201809,0.379451419548845,0.653175287626372
277,358876,4324540,201809,0.378271147012599,0.653175400214835
278,358951,4324540,201809,0.378527119527416,0.653175544879463
279,359027,4324540,201809,0.37832203833781,0.653175723079856
280,359102,4324540,201809,0.377806595518896,0.653175839182158
281,359178,4324540,201809,0.377759958800506,0.653175636292316
282,359253,4324540,201809,0.377603126379671,0.653175710439946
283,359329,4324540,201809,0.379246271056119,0.653175608502351
284,359404,4324540,201809,0.376259499450712,0.65317565426489
285,359480,4324540,201809,0.37604091966042,0.653175667816389
286,359555,4324540,201809,0.375397570008586,0.653175722769878
287,359631,4324540,201809,0.375133570943467,0.6531758644846
288,359706,4324540,201809,0.375294644508545,0.653176017616814
289,359782,4324540,201809,0.375482888185516,0.653176136701452
290,359857,4324540,201809,0.375346772369999,0.653176263341775
291,359933,4324540,201809,0.37489364514403,0.653176451763171
292,360008,4324540,201809,0.374156141100273,0.653176593246296
293,360084,4324540,201809,0.373251096914907,0.653176718073074
294,360159,4324540,201809,0.371985463658216,0.653176828308598
295,360235,4324540,201809,0.370373731728904,0.653176964328943
296,360310,4324540,201809,0.368862457634013,0.653177077653641
297,360386,4324540,201809,0.367128708676737,0.653177195976708
298,360461,4324540,201809,0.364804227546838,0.65317729633277
299,360537,4324540,201809,0.363337415271908,0.653177417626784
300,360612,4324540,201809,0.362967598134219,0.65317754185439
301,360688,4324540,201809,0.363654949523534,0.653177671841567
302,360763,4324540,201809,0.358604383735792,0.653177783099086
303,349438,4324620,201809,0.272590475093964,0.653179541089922
304,349514,4324620,201809,0.273384563533181,0.653179464015599
305,349589,4324620,201809,0.27405581195528,0.653179390978623
306,349665,4324620,201809,0.274707152588078,0.653179311803546
307,349740,4324620,201809,0.275411596556446,0.653179234468064
308,349816,4324620,201809,0.276204076656071,0.653179145542969
309,349891,4324620,201809,0.277127820568726,0.653179059801627
310,349967,4324620,201809,0.278064040861625,0.653178969693423
311,350042,4324620,201809,0.278999407349818,0.653178882622141
312,350118,4324620,201809,0.279989819513757,0.653178794870852
313,350193,4324620,201809,0.280956813704934,0.653178694664926
314,350269,4324620,201809,0.281827875553134,0.653178596927492
315,350344,4324620,201809,0.282679791490883,0.653178473527546
316,350420,4324620,201809,0.28353944302148,0.653178371148228
317,350495,4324620,201809,0.284276997074214,0.653178270794066
318,350571,4324620,201809,0.285145674981519,0.653178161952859
319,350646,4324620,201809,0.286208556698629,0.653178057394893
320,350722,4324620,201809,0.287296377776494,0.65317794140934
321,350797,4324620,201809,0.288241679268985,0.653177836813885
322,350873,4324620,201809,0.289236716811064,0.653177727774284
323,350948,4324620,201809,0.290412114453564,0.653177600544133
324,351024,4324620,201809,0.291621814060387,0.653177483214774
325,351099,4324620,201809,0.292814936756126,0.653177362593749
326,351175,4324620,201809,0.294032801983323,0.653177230486426
327,351250,4324620,201809,0.295519581434324,0.653177147245064
328,351326,4324620,201809,0.297349426458676,0.653177031374546
329,351401,4324620,201809,0.297410857684785,0.653177150255684
330,351477,4324620,201809,0.298864619566022,0.653176981106325
331,351552,4324620,201809,0.300306639336779,0.65317682129235
332,351628,4324620,201809,0.301710839559348,0.65317664310536
333,351703,4324620,201809,0.303196713570948,0.653176462747299
334,351779,4324620,201809,0.304777796455385,0.653176259454086
335,351854,4324620,201809,0.305964354325695,0.653176082229712
336,351930,4324620,201809,0.307205405439455,0.653175885940916
337,352005,4324620,201809,0.308361852536275,0.653175688282599
338,352081,4324620,201809,0.309484801918413,0.653175474182475
339,352156,4324620,201809,0.310547818854503,0.653175262490275
340,352232,4324620,201809,0.311731489394573,0.653175051265925
341,352307,4324620,201809,0.312775830058139,0.653174851197879
342,352383,4324620,201809,0.313875256703843,0.653174634296895
343,352458,4324620,201809,0.314954817675689,0.653174401990096
344,352534,4324620,201809,0.316009039333601,0.65317417718186
345,352609,4324620,201809,0.317149573588827,0.653173971428364
346,352685,4324620,201809,0.318399419084834,0.653173721583547
347,352760,4324620,201809,0.319643550305489,0.653173501187714
348,352836,4324620,201809,0.320859273001035,0.653173292900676
349,352911,4324620,201809,0.322230671739594,0.653173075141739
