RecID,xLCC,yLCC,date,BC,var
1,349438,4324470,201808,0.0514439843800262,0.653175119658425
2,349514,4324470,201808,0.0518989150229233,0.65317489409016
3,349589,4324470,201808,0.0524501934752845,0.65317465544864
4,349665,4324470,201808,0.0531543750594203,0.653174399253214
5,349740,4324470,201808,0.0536823842804878,0.653174147743083
6,349816,4324470,201808,0.0539247183906602,0.653173904666275
7,349891,4324470,201808,0.0542402503064844,0.653173627557347
8,349967,4324470,201808,0.0545424177470553,0.653173370240197
9,350042,4324470,201808,0.055065685271316,0.653173075465924
10,350118,4324470,201808,0.0559934656484825,0.653172789339798
11,350193,4324470,201808,0.0568975830351304,0.653172427092706
12,350269,4324470,201808,0.0576287944987131,0.653172124269273
13,350344,4324470,201808,0.0579876182659007,0.653171838604174
14,350420,4324470,201808,0.0586185764429941,0.653171513235408
15,350495,4324470,201808,0.0594771321068288,0.653171195673698
16,350571,4324470,201808,0.0604581879193583,0.653170867102509
17,350646,4324470,201808,0.0608682928848439,0.653170574567435
18,350722,4324470,201808,0.0615856245617604,0.653170241608599
19,350797,4324470,201808,0.0622407585543908,0.653169869053436
20,350873,4324470,201808,0.0626952426500754,0.653169517535882
21,350948,4324470,201808,0.0631334288718462,0.653169173572275
22,351024,4324470,201808,0.0639666639574366,0.653168707823024
23,351099,4324470,201808,0.0644530400062993,0.653168358226111
24,351175,4324470,201808,0.0659046105723288,0.653168210600402
25,351250,4324470,201808,0.0643755902329173,0.653168576369585
26,351326,4324470,201808,0.0650451575346508,0.653168117758272
27,351401,4324470,201808,0.065624008718342,0.653167619755667
28,351477,4324470,201808,0.0662114882654728,0.653167101542626
29,351552,4324470,201808,0.0670319469014312,0.653166531600137
30,351628,4324470,201808,0.0677404446611827,0.65316598458079
31,351703,4324470,201808,0.0683643602443587,0.653165468799723
32,351779,4324470,201808,0.0694417361680832,0.653164897207876
33,351854,4324470,201808,0.0706868357685007,0.653164321260176
34,351930,4324470,201808,0.071979563351337,0.653163679280226
35,352005,4324470,201808,0.0732608150672707,0.653163078197429
36,352081,4324470,201808,0.0745480519750785,0.653162460902438
37,352156,4324470,201808,0.0754728413808113,0.653161875458895
38,352232,4324470,201808,0.0764877931393207,0.653161239671238
39,352307,4324470,201808,0.0776570387182218,0.653160536167814
40,352383,4324470,201808,0.0785103433829346,0.653159895655457
41,352458,4324470,201808,0.0795332890561315,0.653159248516756
42,352534,4324470,201808,0.0807890732554029,0.653158549981894
43,352609,4324470,201808,0.0817918926495203,0.653157895236542
44,352685,4324470,201808,0.0826772293103628,0.653157287130822
45,352760,4324470,201808,0.0834250112275012,0.653156623264012
46,352836,4324470,201808,0.0843756061340592,0.653155967627519
47,352911,4324470,201808,0.0852679313956612,0.653155318837965
48,352987,4324470,201808,0.0861361090669133,0.653154680229371
49,353062,4324470,201808,0.0869174369769111,0.653154012150339
50,353138,4324470,201808,0.0878018959667611,0.653153457119564
51,353213,4324470,201808,0.0886542084218046,0.653152811176203
52,353289,4324470,201808,0.089491360917719,0.653152230210943
53,353364,4324470,201808,0.0903325795582869,0.653151761478936
54,353440,4324470,201808,0.0912868733677728,0.653151210400096
55,353515,4324470,201808,0.0921545243646789,0.653150725320257
56,353591,4324470,201808,0.0932888880054758,0.653150340621485
57,353666,4324470,201808,0.0944303973571035,0.653149924219146
58,353742,4324470,201808,0.0957020142470354,0.6531495478334
59,353817,4324470,201808,0.0975245411942443,0.653149250778177
60,353893,4324470,201808,0.0993035362924128,0.653148943803432
61,353968,4324470,201808,0.10159237883827,0.653148611939554
62,354044,4324470,201808,0.103719855209352,0.653148490350054
